name	pMLST_scheme	pMLST
GCF_003938205	incac	 Unknown
GCF_016501325	incac	 Unknown
GCF_016500905	incac	 Unknown
GCF_005281045	incac	 Unknown
GCF_002215605	incac	 Unknown
GCF_014189285	incac	3
GCF_013899425	incac	 Unknown
GCF_016503645	incac	 Unknown
GCF_018919505	incac	 Unknown
GCF_003429605	incac	 Unknown
GCF_013168955	incac	 Unknown
GCF_002796505	incac	 Unknown
GCF_016505385	incac	 Unknown
GCF_009730355	incac	 Unknown
GCF_003401455	incac	 Unknown
GCF_001413215	incac	 Unknown
GCF_000342325	incac	 Unknown
ERQ0212	incac	 Unknown
GCF_000692135	incac	 Unknown
GCF_001412725	incac	 Unknown
GCF_001471775	incac	 Unknown
GCF_016894105	incac	 Unknown
GCF_013816795	incac	 Unknown
GCF_003665575	incac	 Unknown
GCF_005280915	incac	 Unknown
GCF_016502105	incac	 Unknown
ERQ0216	incac	 Unknown
GCF_016939655	incac	3
GCF_016505225	incac	 Unknown
ERQ0255	incac	 Unknown
GCF_018442185	incac	 Unknown
GCF_021417265	incac	 Unknown
GCF_013782845	incac	 Unknown
GCF_016504635	incac	 Unknown
ERQ0175	incac	 Unknown
GCF_001586845	incac	 Unknown
GCF_013784225	incac	 Unknown
GCF_013614655	incac	 Unknown
GCF_001412715	incac	 Unknown
GCF_016503565	incac	 Unknown
GCF_016508125	incac	 Unknown
GCF_013792125	incac	 Unknown
GCF_016505465	incac	 Unknown
GCF_018106165	incac	 Unknown
GCF_016128275	incac	 Unknown
GCF_016500725	incac	 Unknown
GCF_013874155	incac	 Unknown
GCF_013889875	incac	 Unknown
GCF_016503625	incac	 Unknown
GCF_901456285	incac	 Unknown
GCF_014332945	incac	 Unknown
GCF_009905315	incac	 Unknown
GCF_905335685	incac	 Unknown
GCF_904425445	incac	 Unknown
ERQ0246	incac	 Unknown
GCF_002208845	incac	 Unknown
GCF_013738635	incac	 Unknown
GCF_004331565	incac	 Unknown
GCF_016502115	incac	 Unknown
GCF_018421475	incac	 Unknown
GCF_020559475	incac	 Unknown
GCF_014230105	incac	 Unknown
ERQ0200	incac	 Unknown
GCF_016505245	incac	 Unknown
GCF_902160855	incac	 Unknown
GCF_019660715	incac	 Unknown
ERQ0043	incac	 Unknown
GCF_004795555	incac	3
GCF_013739375	incac	 Unknown
ERQ0160	incac	 Unknown
GCF_019584605	incac	 Unknown
GCF_018439245	incac	 Unknown
GCF_004181995	incac	 Unknown
GCF_018446035	incac	 Unknown
GCF_010588075	incac	 Unknown
GCF_014855945	incac	 Unknown
GCF_013336915	incac	1
GCF_018421175	incac	 Unknown
GCF_009664065	incac	 Unknown
GCF_016501555	incac	 Unknown
GCF_005281115	incac	 Unknown
GCF_002151785	incac	 Unknown
GCF_015666935	incac	 Unknown
GCF_001037505	incac	 Unknown
ERQ0186	incac	 Unknown
GCF_018422995	incac	 Unknown
GCF_014803055	incac	 Unknown
GCF_014169975	incac	 Unknown
GCF_014596845	incac	 Unknown
GCF_014859035	incac	 Unknown
GCF_014802995	incac	 Unknown
GCF_016906145	incac	 Unknown
GCF_013730455	incac	 Unknown
GCF_014802945	incac	 Unknown
GCF_009295665	incac	 Unknown
GCF_008693945	incac	 Unknown
GCF_014596855	incac	 Unknown
GCF_018439745	incac	 Unknown
GCF_016505085	incac	 Unknown
GCF_019661085	incac	 Unknown
GCF_008693645	incac	 Unknown
GCF_000692115	incac	1
GCF_003362775	incac	 Unknown
GCF_001413125	incac	 Unknown
GCF_016894025	incac	 Unknown
GCF_020889185	incac	 Unknown
GCF_016504015	incac	 Unknown
GCF_018444505	incac	 Unknown
GCF_013726215	incac	 Unknown
GCF_020593155	incac	 Unknown
GCF_000982845	incac	 Unknown
GCF_009647535	incac	 Unknown
GCF_019731375	incac	 Unknown
GCF_001022685	incac	3
GCF_003665675	incac	 Unknown
GCF_009910785	incac	 Unknown
GCF_004331635	incac	 Unknown
GCF_009881155	incac	 Unknown
GCF_014802845	incac	 Unknown
GCF_016504005	incac	 Unknown
GCF_004305705	incac	 Unknown
GCF_016502965	incac	 Unknown
GCF_013747275	incac	 Unknown
GCF_015134935	incac	1
GCF_002114305	incac	 Unknown
GCF_905232395	incac	 Unknown
GCF_019270235	incac	 Unknown
GCF_016500765	incac	 Unknown
GCF_016507635	incac	 Unknown
GCF_016406035	incac	 Unknown
GCF_016503265	incac	 Unknown
GCF_900079785	incac	 Unknown
GCF_004153245	incac	 Unknown
GCF_016505295	incac	 Unknown
GCF_016500825	incac	 Unknown
GCF_016133805	incac	 Unknown
GCF_005281015	incac	 Unknown
GCF_902506715	incac	3
GCF_016505645	incac	 Unknown
GCF_004004705	incac	 Unknown
GCF_905335675	incac	 Unknown
GCF_900169625	incac	 Unknown
GCF_018423195	incac	 Unknown
GCF_014855935	incac	 Unknown
GCF_001413035	incac	 Unknown
GCF_000582615	incac	 Unknown
GCF_009876715	incac	 Unknown
GCF_013604545	incac	 Unknown
GCF_015135215	incac	1
GCF_021440745	incac	 Unknown
GCF_016501285	incac	 Unknown
GCF_010365585	incac	3
GCF_010597685	incac	 Unknown
GCF_003204265	incac	 1*
GCF_001037495	incac	 Unknown
GCF_013724425	incac	 Unknown
GCF_905232515	incac	 Unknown
GCF_020341495	incac	 Unknown
GCF_017151475	incac	 Unknown
GCF_009876765	incac	 Unknown
GCF_018445825	incac	 Unknown
GCF_016505025	incac	 Unknown
GCF_905232555	incac	 Unknown
GCF_002417535	incac	 Unknown
GCF_016503115	incac	 Unknown
GCF_018446995	incac	 Unknown
GCF_003687835	incac	 Unknown
ERQ0152	incac	 Unknown
GCF_902160945	incac	 Unknown
GCF_014103735	incac	 Unknown
GCF_002252065	incac	 Unknown
GCF_016503575	incac	 Unknown
GCF_016502085	incac	 Unknown
GCF_002042945	incac	 Unknown
GCF_008373795	incac	 Unknown
GCF_018442425	incac	 Unknown
GCF_019764095	incac	 Unknown
GCF_002843195	incac	 Unknown
GCF_002239605	incac	 Unknown
GCF_013170055	incac	 Unknown
GCF_001702455	incac	 Unknown
GCF_015668675	incac	 Unknown
GCF_014802955	incac	 Unknown
GCF_016503685	incac	 Unknown
GCF_013705425	incac	 Unknown
GCF_013170035	incac	 Unknown
GCF_013797345	incac	 Unknown
GCF_013590555	incac	 Unknown
GCF_003665595	incac	 Unknown
GCF_019802365	incac	 Unknown
GCF_018438555	incac	 Unknown
GCF_018447695	incac	 Unknown
GCF_018446095	incac	3
GCF_013796805	incac	 Unknown
GCF_013371705	incac	3
GCF_003070705	incac	 Unknown
GCF_001413155	incac	 Unknown
GCF_003665615	incac	 Unknown
GCF_021228875	incac	 Unknown
SD_9_B7	incac	 Unknown
GCF_010590925	incac	 Unknown
GCF_002919795	incac	 Unknown
GCF_018446195	incac	3
GCF_009881185	incac	 Unknown
GCF_013368465	incac	1
GCF_016905635	incac	 Unknown
GCF_002923765	incac	 Unknown
GCF_016504805	incac	 Unknown
GCF_003195445	incac	 Unknown
GCF_902807305	incac	 Unknown
GCF_004005165	incac	 Unknown
GCF_001952715	incac	 Unknown
GCF_013729795	incac	 Unknown
GCF_015673475	incac	 Unknown
GCF_020695525	incac	 Unknown
GCF_014104295	incac	 Unknown
GCF_902165615	incac	 Unknown
GCF_014855735	incac	 Unknown
GCF_018420725	incac	 Unknown
GCF_018441905	incac	 Unknown
GCF_005280875	incac	 Unknown
GCF_003665555	incac	 Unknown
GCF_004327735	incac	 Unknown
GCF_005280975	incac	 Unknown
GCF_012952665	incac	 Unknown
GCF_015674675	incac	 Unknown
GCF_017963565	incac	 Unknown
GCF_003665635	incac	 Unknown
GCF_014337315	incac	 Unknown
GCF_900446885	incac	 Unknown
GCF_015138175	incac	1
GCF_013899035	incac	 Unknown
GCF_001413045	incac	 Unknown
GCF_902506645	incac	3
GCF_001413295	incac	 Unknown
GCF_013303045	incac	3
GCF_013738135	incac	 Unknown
GCF_003665655	incac	 Unknown
GCF_016503245	incac	 Unknown
GCF_016504895	incac	 Unknown
GCF_016893685	incac	 Unknown
GCF_004146135	incac	 Unknown
GCF_902388105	incac	 Unknown
GCF_016505505	incac	 Unknown
GCF_002208985	incac	 Unknown
GCF_017114565	incac	 Unknown
GCF_016893705	incac	 Unknown
GCF_009939625	incac	 Unknown
GCF_008364635	incac	 Unknown
GCF_016504545	incac	 Unknown
GCF_016760555	incac	 Unknown
GCF_905337845	incac	 Unknown
GCF_016502145	incac	 Unknown
GCF_014218795	incac	 Unknown
GCF_014803235	incac	 Unknown
GCF_002871775	incac	 Unknown
GCF_013790835	incac	 Unknown
GCF_018323885	incac	 Unknown
GCF_014803225	incac	 Unknown
GCF_014803175	incac	 Unknown
GCF_016501505	incac	 Unknown
GCF_014712635	incac	3
GCF_021417225	incac	 Unknown
GCF_013706575	incac	 Unknown
GCF_019382615	incac	 Unknown
GCF_014856075	incac	 Unknown
GCF_001880795	incac	 Unknown
GCF_002918835	incac	3
GCF_013336895	incac	1
GCF_005281125	incac	 Unknown
GCF_001037485	incac	 Unknown
GCF_015135075	incac	1
GCF_009660335	incac	 Unknown
GCF_018445725	incac	 Unknown
ERQ0161	incac	 Unknown
DB_3_F10	incac	 Unknown
GCF_019270195	incac	 Unknown
GCF_011077955	incac	 Unknown
GCF_019800135	incac	 Unknown
DB_5_F12	incac	 Unknown
GCF_000313895	incac	 Unknown
GCF_001413075	incac	 Unknown
GCF_014855635	incac	 Unknown
GCF_016502245	incac	 Unknown
ERQ0310	incac	 Unknown
ERQ0230	incac	 Unknown
GCF_013458095	incac	 Unknown
GCF_013727235	incac	 Unknown
GCF_018440275	incac	3
GCF_016501915	incac	 Unknown
GCF_016505565	incac	 Unknown
GCF_004004895	incac	 Unknown
GCF_018128425	incac	1
GCF_904859905	incac	 Unknown
ERQ0159	incac	 Unknown
GCF_019270455	incac	 Unknown
GCF_001880835	incac	 Unknown
GCF_016501085	incac	 Unknown
GCF_001373155	incac	 Unknown
GCF_014903525	incac	3
GCF_019731875	incac	 Unknown
GCF_001037515	incac	 Unknown
GCF_016939595	incac	3
GCF_014803195	incac	 Unknown
GCF_002918505	incac	 Unknown
ERQ0225	incac	 Unknown
GCF_000398865	incac	 Unknown
GCF_017164125	incac	 Unknown
GCF_019443705	incac	 Unknown
GCF_016906165	incac	 Unknown
GCF_017151495	incac	 Unknown
GCF_013899405	incac	 Unknown
GCF_016503485	incac	 Unknown
GCF_014901845	incac	 Unknown
GCF_902160715	incac	 Unknown
GCF_016501525	incac	 Unknown
GCF_016501815	incac	 Unknown
GCF_003350185	incac	 Unknown
GCF_002151815	incac	 Unknown
GCF_004024365	incac	 Unknown
GCF_017151545	incac	 Unknown
GCF_013785085	incac	 Unknown
GCF_000981805	incac	 Unknown
GCF_008180565	incac	3
GCF_902506735	incac	3
SD_5_D4	incac	 Unknown
GCF_004005235	incac	 Unknown
GCF_004004715	incac	 Unknown
GCF_014230205	incac	 Unknown
GCF_900461175	incac	 Unknown
GCF_004322975	incac	 Unknown
GCF_002289385	incac	 Unknown
GCF_016503835	incac	 Unknown
GCF_013743055	incac	 Unknown
GCF_019382495	incac	 Unknown
GCF_001471655	incac	 Unknown
GCF_019270255	incac	 Unknown
GCF_013786345	incac	 Unknown
GCF_016501885	incac	 Unknown
GCF_013337065	incac	 Unknown
ERQ0189	incac	 Unknown
GCF_002918535	incac	 Unknown
GCF_905232605	incac	 Unknown
GCF_019448475	incac	 Unknown
SG18_100_2_S18	incac	 Unknown
ERQ0224	incac	 Unknown
GCF_016504055	incac	 Unknown
GCF_018441215	incac	 Unknown
GCF_016507865	incac	 Unknown
GCF_013733095	incac	 Unknown
GCF_000714305	incac	 Unknown
GCF_013826505	incac	 Unknown
GCF_004331575	incac	 Unknown
GCF_900446895	incac	 Unknown
GCF_019731005	incac	 Unknown
GCF_009363175	incac	 Unknown
ERQ0278	incac	 Unknown
GCF_019270295	incac	 Unknown
GCF_000835925	incac	 Unknown
GCF_019584545	incac	 Unknown
GCF_019048065	incac	 Unknown
GCF_011064845	incac	 Unknown
GCF_017151535	incac	 Unknown
GCF_001022275	incac	 Unknown
SG18_223_S110	incac	 Unknown
GCF_013395115	incac	 Unknown
GCF_015669215	incac	 Unknown
GCF_016501265	incac	 Unknown
GCF_001689745	incac	 Unknown
GCF_004331545	incac	 Unknown
GCF_016500895	incac	 Unknown
GCF_013168975	incac	 Unknown
GCF_014337275	incac	 Unknown
GCF_004344985	incac	 Unknown
GCF_005281055	incac	 Unknown
GCF_013798115	incac	 Unknown
GCF_016500445	incac	 Unknown
GCF_004327825	incac	 Unknown
GCF_016894305	incac	 Unknown
GCF_019655555	incac	3
GCF_003812345	incac	 Unknown
GCF_905232695	incac	 Unknown
GCF_016501625	incac	 Unknown
GCF_016504665	incac	 Unknown
GCF_016905745	incac	3
GCF_016503785	incac	 Unknown
GCF_003175795	incac	 Unknown
GCF_014103235	incac	 Unknown
GCF_020710145	incac	 Unknown
ERQ0674	incac	3
GCF_916618775	incac	 Unknown
GCF_004181935	incac	 Unknown
GCF_016501425	incac	 Unknown
GCF_018919545	incac	 Unknown
GCF_016894145	incac	 Unknown
ERQ0259	incac	 Unknown
GCF_016500465	incac	 Unknown
GCF_009649895	incac	 Unknown
GCF_016503805	incac	 Unknown
GCF_018422965	incac	 Unknown
GCF_016502995	incac	 Unknown
GCF_013589875	incac	 Unknown
GCF_900520375	incac	3
GCF_901456225	incac	 Unknown
GCF_016505165	incac	 Unknown
GCF_016505285	incac	 Unknown
GCF_016905585	incac	 Unknown
GCF_013890595	incac	 Unknown
GCF_002393245	incac	 Unknown
GCF_002934505	incac	3
GCF_014596895	incac	 Unknown
GCF_001412755	incac	 Unknown
GCF_018443215	incac	 Unknown
GCF_016507955	incac	 Unknown
GCF_002252025	incac	3
GCF_014189355	incac	3
GCF_013883595	incac	 Unknown
GCF_002151775	incac	3
GCF_003184045	incac	 Unknown
GCF_018067665	incac	3
SD_9_A7	incac	 Unknown
GCF_016679915	incac	 Unknown
GCF_018107715	incac	3
GCF_018441745	incac	 Unknown
GCF_016502025	incac	 Unknown
GCF_020271725	incac	 Unknown
GCF_016500775	incac	 Unknown
GCF_015137255	incac	1
GCF_001413235	incac	 Unknown
GCF_019802385	incac	 Unknown
GCF_012843215	incac	 Unknown
