ID	Cluster__autocolour
GCF_016505125	219
GCF_005281265	80
GCF_002151735	220
GCF_018446835	221
GCF_021729115	222
GCF_001413095	186
GCF_014855535	223
GCF_005280945	224
ERQ0689	112
GCF_018422455	225
GCF_001880865	226
GCF_001034475	227
GCF_016504515	228
GCF_016905875	12
GCF_013618825	229
GCF_014104375	230
GCF_001412825	186
GCF_001559235	231
GCF_004152635	232
GCF_013882995	233
GCF_011077325	234
GCF_014230185	187
GCF_016504085	235
GCF_018138525	236
GCF_000648515	237
ERQ0227	238
GCF_010279875	239
GCF_013816335	240
GCF_014104775	241
GCF_016504825	242
GCF_012524235	243
GCF_013925325	244
GCF_014104155	132
GCF_016504605	245
GCF_002042885	246
GCF_002215385	247
GCF_004331585	248
GCF_018438605	249
ERQ0671	250
GCF_001559075	251
GCF_016504345	252
GCF_015230695	148
GCF_016503495	253
GCF_019660135	10
GCF_016501755	254
GCF_000759735	255
GCF_004024405	256
GCF_005281305	257
GCF_014803285	258
GCF_001065805	259
GCF_004145665	260
GCF_016501405	261
GCF_005280805	262
GCF_016503985	102
GCF_015137095	263
GCF_900112055	264
GCF_016501985	265
GCF_000388155	266
GCF_014803075	267
GCF_018066535	42
GCF_005281325	268
GCF_018423075	269
GCF_016428845	270
GCF_005281215	271
GCF_013728095	272
GCF_018421575	273
GCF_013821695	274
GCF_016504485	275
GCF_019270375	276
GCF_016507855	277
GCF_001463265	278
DB_3_D2	58
GCF_014802905	279
GCF_902506695	18
GCF_014333035	280
GCF_014189375	281
GCF_002189125	282
GCF_019399955	283
GCF_019270355	276
ERQ0183	284
GCF_000764735	285
GCF_016501935	286
GCF_016501295	287
ERQ0213	288
GCF_009721345	289
GCF_005281255	290
GCF_009856875	291
GCF_016503935	292
GCF_013425705	293
GCF_016501785	294
GCF_001412735	186
GCF_003812325	295
GCF_018423215	296
GCF_014337295	297
GCF_003363295	298
GCF_016501115	299
GCF_014902055	300
GCF_009821555	301
GCF_001059745	302
ERQ0678	112
GCF_013337015	303
GCF_001411885	304
GCF_019270215	276
GCF_019270575	276
GCF_002850715	305
ERQ0045	306
GCF_016501905	294
GCF_009821375	307
ERQ0154	147
GCF_004167485	84
GCF_016507545	308
GCF_018502305	309
GCF_016505605	310
GCF_013085885	311
GCF_001055295	107
GCF_001867255	312
GCF_008370135	313
GCF_016500505	314
GCF_016504495	315
GCF_019281555	316
GCF_018442145	317
GCF_019047765	318
GCF_016501865	319
GCF_001880905	320
GCF_016500805	81
GCF_002880615	321
GCF_019659905	322
GCF_016905625	12
GCF_013266895	323
GCF_016505445	324
GCF_018420365	325
GCF_013724765	326
GCF_018420675	327
GCF_016461655	328
GCF_020034515	329
GCF_013791065	330
GCF_019660345	331
GCF_002863965	332
ERQ0250	333
GCF_001412795	186
GCF_020215855	215
GCF_014803315	334
GCF_019270315	335
GCF_018446045	325
GCF_009876755	84
GCF_016502005	336
GCF_014596835	337
GCF_005280825	338
GCF_004331535	339
GCF_016859065	340
ERQ0173	341
GCF_013746415	132
GCF_001546285	342
GCF_009876705	84
GCF_900446975	343
GCF_009648935	344
GCF_900520335	345
GCF_900080005	346
GCF_016503385	347
GCF_002918855	348
GCF_014903125	349
SG18_138_1_S32	350
ERQ0685	351
GCF_009857035	352
GCF_004801555	353
GCF_005280855	354
GCF_016504105	355
GCF_014926275	356
GCF_000759835	357
GCF_019265345	358
GCF_003938205	359
GCF_016501325	360
GCF_016500905	361
GCF_005281045	362
GCF_002215605	167
GCF_014189285	281
GCF_013899425	363
GCF_016503645	364
GCF_018919505	365
GCF_003429605	366
GCF_013168955	367
GCF_002796505	368
GCF_016505385	369
GCF_009730355	370
GCF_003401455	371
GCF_001413215	186
GCF_000342325	372
ERQ0212	373
GCF_000692135	374
GCF_001412725	186
GCF_001471775	375
GCF_016894105	376
GCF_013816795	377
GCF_003665575	378
GCF_005280915	379
GCF_016502105	380
ERQ0216	381
GCF_016939655	6
GCF_016505225	382
ERQ0255	51
GCF_018442185	383
GCF_021417265	384
GCF_013782845	385
GCF_016504635	386
ERQ0175	387
GCF_001586845	388
GCF_013784225	389
GCF_013614655	390
GCF_001412715	186
GCF_016503565	391
GCF_016508125	392
GCF_013792125	393
GCF_016505465	394
GCF_018106165	150
GCF_016128275	77
GCF_016500725	395
GCF_013874155	396
GCF_013889875	397
GCF_016503625	398
GCF_901456285	170
GCF_014332945	399
GCF_009905315	400
GCF_905335685	401
GCF_904425445	402
ERQ0246	403
GCF_002208845	404
GCF_013738635	405
GCF_004331565	406
GCF_016502115	407
GCF_018421475	408
GCF_020559475	409
GCF_014230105	187
ERQ0200	410
GCF_016505245	176
GCF_902160855	411
GCF_019660715	412
ERQ0043	306
GCF_004795555	413
GCF_013739375	414
ERQ0160	188
GCF_019584605	415
GCF_018439245	416
GCF_004181995	417
GCF_018446035	418
GCF_010588075	419
GCF_014855945	420
GCF_013336915	421
GCF_018421175	422
GCF_009664065	154
GCF_016501555	423
GCF_005281115	424
GCF_002151785	425
GCF_015666935	426
GCF_001037505	427
ERQ0186	341
GCF_018422995	56
GCF_014803055	279
GCF_014169975	428
GCF_014596845	165
GCF_014859035	429
GCF_014802995	100
GCF_016906145	430
GCF_013730455	431
GCF_014802945	100
GCF_009295665	432
GCF_008693945	433
GCF_014596855	337
GCF_018439745	15
GCF_016505085	434
GCF_019661085	435
GCF_008693645	436
GCF_000692115	437
GCF_003362775	438
GCF_001413125	186
GCF_016894025	169
GCF_020889185	439
GCF_016504015	440
GCF_018444505	441
GCF_013726215	442
GCF_020593155	409
GCF_000982845	443
GCF_009647535	444
GCF_019731375	445
GCF_001022685	446
GCF_003665675	447
GCF_009910785	448
GCF_004331635	449
GCF_009881155	84
GCF_014802845	450
GCF_016504005	451
GCF_004305705	452
GCF_016502965	32
GCF_013747275	453
GCF_015134935	454
GCF_002114305	455
GCF_905232395	456
GCF_019270235	457
GCF_016500765	458
GCF_016507635	459
GCF_016406035	460
GCF_016503265	461
GCF_900079785	462
GCF_004153245	463
GCF_016505295	464
GCF_016500825	81
GCF_016133805	465
GCF_005281015	318
GCF_902506715	18
GCF_016505645	466
GCF_004004705	463
GCF_905335675	467
GCF_900169625	468
GCF_018423195	469
GCF_014855935	177
GCF_001413035	186
GCF_000582615	255
GCF_009876715	84
GCF_013604545	470
GCF_015135215	471
GCF_021440745	472
GCF_016501285	473
GCF_010365585	474
GCF_010597685	475
GCF_003204265	476
GCF_001037495	477
GCF_013724425	132
GCF_905232515	478
GCF_020341495	479
GCF_017151475	191
GCF_009876765	84
GCF_018445825	480
GCF_016505025	481
GCF_905232555	482
GCF_002417535	483
GCF_016503115	484
GCF_018446995	485
GCF_003687835	345
ERQ0152	147
GCF_902160945	411
GCF_014103735	486
GCF_002252065	247
GCF_016503575	487
GCF_016502085	488
GCF_002042945	489
GCF_008373795	490
GCF_018442425	491
GCF_019764095	492
GCF_002843195	493
GCF_002239605	494
GCF_013170055	495
GCF_001702455	496
GCF_015668675	497
GCF_014802955	100
GCF_016503685	498
GCF_013705425	499
GCF_013170035	500
GCF_013797345	132
GCF_013590555	470
GCF_003665595	501
GCF_019802365	502
GCF_018438555	503
GCF_018447695	504
GCF_018446095	505
GCF_013796805	506
GCF_013371705	507
GCF_003070705	508
GCF_001413155	186
GCF_003665615	509
GCF_021228875	510
SD_9_B7	511
GCF_010590925	512
GCF_002919795	62
GCF_018446195	325
GCF_009881185	84
GCF_013368465	513
GCF_016905635	514
GCF_002923765	515
GCF_016504805	516
GCF_003195445	517
GCF_902807305	199
GCF_004005165	518
GCF_001952715	307
GCF_013729795	13
GCF_015673475	140
GCF_020695525	396
GCF_014104295	519
GCF_902165615	411
GCF_014855735	520
GCF_018420725	521
GCF_018441905	522
GCF_005280875	523
GCF_003665555	524
GCF_004327735	525
GCF_005280975	526
GCF_012952665	527
GCF_015674675	140
GCF_017963565	528
GCF_003665635	529
GCF_014337315	297
GCF_900446885	530
GCF_015138175	531
GCF_013899035	532
GCF_001413045	186
GCF_902506645	18
GCF_001413295	186
GCF_013303045	533
GCF_013738135	534
GCF_003665655	535
GCF_016503245	536
GCF_016504895	537
GCF_016893685	538
GCF_004146135	539
GCF_902388105	69
GCF_016505505	540
GCF_002208985	541
GCF_017114565	514
GCF_016893705	542
GCF_009939625	543
GCF_008364635	544
GCF_016504545	545
GCF_016760555	546
GCF_905337845	547
GCF_016502145	548
GCF_014218795	549
GCF_014803235	550
GCF_002871775	551
GCF_013790835	132
GCF_018323885	146
GCF_014803225	552
GCF_014803175	553
GCF_016501505	81
GCF_014712635	301
GCF_021417225	554
GCF_013706575	555
GCF_019382615	556
GCF_014856075	420
GCF_001880795	55
GCF_002918835	348
GCF_013336895	557
GCF_005281125	558
GCF_001037485	297
GCF_015135075	531
GCF_009660335	559
GCF_018445725	560
ERQ0161	561
DB_3_F10	562
GCF_019270195	276
GCF_011077955	234
GCF_019800135	504
DB_5_F12	563
GCF_000313895	89
GCF_001413075	186
GCF_014855635	564
GCF_016502245	104
ERQ0310	565
ERQ0230	566
GCF_013458095	567
GCF_013727235	568
GCF_018440275	325
GCF_016501915	569
GCF_016505565	570
GCF_004004895	571
GCF_018128425	572
GCF_904859905	573
ERQ0159	381
GCF_019270455	276
GCF_001880835	574
GCF_016501085	575
GCF_001373155	576
GCF_014903525	577
GCF_019731875	578
GCF_001037515	579
GCF_016939595	6
GCF_014803195	580
GCF_002918505	581
ERQ0225	582
GCF_000398865	583
GCF_017164125	584
GCF_019443705	585
GCF_016906165	586
GCF_017151495	191
GCF_013899405	587
GCF_016503485	588
GCF_014901845	589
GCF_902160715	590
GCF_016501525	294
GCF_016501815	591
GCF_003350185	592
GCF_002151815	593
GCF_004024365	594
GCF_017151545	191
GCF_013785085	595
GCF_000981805	596
GCF_008180565	597
GCF_902506735	18
SD_5_D4	598
GCF_004005235	599
GCF_004004715	600
GCF_014230205	601
GCF_900461175	602
GCF_004322975	525
GCF_002289385	243
GCF_016503835	603
GCF_013743055	604
GCF_019382495	605
GCF_001471655	606
GCF_019270255	607
GCF_013786345	608
GCF_016501885	294
GCF_013337065	609
ERQ0189	51
GCF_002918535	136
GCF_905232605	482
GCF_019448475	215
SG18_100_2_S18	610
ERQ0224	25
GCF_016504055	611
GCF_018441215	612
GCF_016507865	613
GCF_013733095	614
GCF_000714305	615
GCF_013826505	616
GCF_004331575	617
GCF_900446895	618
GCF_019731005	619
GCF_009363175	432
ERQ0278	51
GCF_019270295	276
GCF_000835925	52
GCF_019584545	415
GCF_019048065	285
GCF_011064845	255
GCF_017151535	191
GCF_001022275	47
SG18_223_S110	620
GCF_013395115	621
GCF_015669215	622
GCF_016501265	623
GCF_001689745	624
GCF_004331545	515
GCF_016500895	625
GCF_013168975	626
GCF_014337275	297
GCF_004344985	47
GCF_005281055	627
GCF_013798115	628
GCF_016500445	81
GCF_004327825	129
GCF_016894305	629
GCF_019655555	630
GCF_003812345	631
GCF_905232695	632
GCF_016501625	633
GCF_016504665	634
GCF_016905745	6
GCF_016503785	635
GCF_003175795	636
GCF_014103235	13
GCF_020710145	637
ERQ0674	638
GCF_916618775	639
GCF_004181935	640
GCF_016501425	641
GCF_018919545	642
GCF_016894145	643
ERQ0259	644
GCF_016500465	645
GCF_009649895	646
GCF_016503805	647
GCF_018422965	56
GCF_016502995	648
GCF_013589875	470
GCF_900520375	649
GCF_901456225	170
GCF_016505165	64
GCF_016505285	527
GCF_016905585	6
GCF_013890595	168
GCF_002393245	81
GCF_002934505	348
GCF_014596895	366
GCF_001412755	186
GCF_018443215	650
GCF_016507955	144
GCF_002252025	651
GCF_014189355	281
GCF_013883595	233
GCF_002151775	652
GCF_003184045	653
GCF_018067665	654
SD_9_A7	182
GCF_016679915	655
GCF_018107715	656
GCF_018441745	491
GCF_016502025	657
GCF_020271725	658
GCF_016500775	138
GCF_015137255	659
GCF_001413235	186
GCF_019802385	660
GCF_012843215	448
GCF_001552875	81
GCF_900451665	661
GCF_016507605	662
GCF_009881195	663
GCF_001413275	186
ERQ0217	250
GCF_016503745	664
GCF_003818115	194
GCF_014903475	665
GCF_018439105	666
GCF_013337685	667
GCF_001057775	668
GCF_013816655	240
GCF_016505255	669
ERQ0155	670
GCF_008086465	671
GCF_902387665	653
GCF_018439185	15
SG18_229_S54	672
GCF_016505055	673
GCF_020559425	409
SG18_8_S1	674
GCF_014802885	675
GCF_004005035	463
GCF_016894045	676
GCF_021440245	677
ERQ0681	112
GCF_002918455	115
GCF_016500385	678
GCF_016504885	679
GCF_020215765	215
GCF_000826205	318
GCF_015668205	680
GCF_902377535	357
GCF_018441765	491
GCF_013786025	681
GCF_902807175	682
GCF_016503095	683
GCF_020215805	215
GCF_016503305	487
GCF_013786565	684
GCF_017151595	685
GCF_004005615	463
GCF_019660585	686
GCF_002919485	115
GCF_016507625	687
GCF_004181905	688
GCF_009881175	84
GCF_005281195	689
GCF_014170055	690
GCF_011603985	691
GCF_002075345	692
GCF_017151515	191
GCF_016504785	693
GCF_014855595	420
GCF_014855645	420
GCF_016893985	169
GCF_018449455	694
GCF_013169475	695
GCF_019660945	10
GCF_001273815	696
GCF_014903115	697
GCF_019645955	698
GCF_016500495	699
ERQ0211	25
GCF_013726615	700
GCF_014855715	701
GCF_014802855	640
GCF_016501315	702
GCF_001546305	703
GCF_016504585	704
GCF_014856005	420
GCF_000936345	576
GCF_013336865	705
GCF_009648235	706
GCF_016505095	707
GCF_009721615	708
GCF_003665535	709
GCF_009821535	710
GCF_013748235	470
GCF_018066625	711
GCF_019048045	207
GCF_016504145	712
GCF_905330765	713
GCF_013707835	714
GCF_000809165	715
GCF_018441785	15
GCF_000783995	197
GCF_018422725	716
GCF_016503885	717
GCF_001718055	718
GCF_018883525	719
GCF_016501955	720
GCF_001413115	186
GCF_004004645	721
GCF_014103715	722
GCF_000208765	723
GCF_013336955	724
GCF_014103885	725
GCF_018066575	42
GCF_013814485	726
GCF_002786865	727
GCF_019382635	728
GCF_015674725	140
ERQ0677	638
GCF_002934585	729
GCF_018439765	730
GCF_016114665	731
GCF_013739755	732
GCF_016507745	733
GCF_003938795	734
GCF_000786265	735
ERQ0046	736
GCF_013785525	737
ERQ0192	188
ERQ0241	738
GCF_013738915	739
GCF_011030295	740
GCF_002903305	741
GCF_001058675	742
GCF_004005085	743
GCF_000734905	255
GCF_013783065	744
GCF_001482545	745
GCF_021440705	746
GCF_016504155	81
GCF_001412815	186
GCF_016504355	747
GCF_019659965	748
GCF_016501455	557
GCF_006965505	749
GCF_002252125	651
GCF_016502155	750
GCF_001880915	751
GCF_013336965	752
GCF_002151695	753
GCF_007004285	754
GCF_016502205	104
GCF_004684345	755
GCF_021417185	756
GCF_016505545	757
GCF_020639355	10
GCF_013728515	758
GCF_014101305	759
GCF_018035235	283
GCF_019800325	760
GCF_003795375	761
GCF_008931505	762
GCF_019660705	412
GCF_900446835	763
GCF_013889015	397
GCF_016894065	764
GCF_901456305	170
GCF_901456265	14
GCF_016504165	765
GCF_013791465	766
GCF_009664025	154
GCF_018438625	491
GCF_016503905	767
GCF_013791615	768
GCF_000312465	255
GCF_004792475	769
GCF_000739675	770
GCF_004331445	771
GCF_003938785	772
GCF_016500695	458
GCF_015356495	773
GCF_014725915	281
GCF_018446915	774
GCF_005281345	775
GCF_006937845	776
GCF_014103415	777
GCF_015965415	52
GCF_900446955	661
GCF_020889405	778
GCF_013732395	13
GCF_013336855	90
GCF_003812405	433
GCF_002864025	303
GCF_013336845	65
GCF_016507845	779
GCF_018252635	780
GCF_004146055	640
GCF_018257795	781
GCF_001306025	304
GCF_014856085	730
GCF_013784065	782
GCF_013899365	783
GCF_016859885	31
GCF_014596815	784
GCF_018107785	785
GCF_005280955	558
GCF_015668035	786
GCF_014104105	787
GCF_900460985	788
GCF_015208815	789
GCF_900079995	790
GCF_012955585	791
GCF_002947035	792
GCF_015353115	793
GCF_013748855	794
GCF_003937345	795
GCF_012952645	324
GCF_016503955	102
GCF_001276125	796
ERQ0162	25
GCF_016504225	797
GCF_008802955	798
GCF_014802925	100
GCF_900169695	468
GCF_005280935	799
GCF_021503935	800
GCF_018443315	801
GCF_018279205	802
GCF_016504905	382
GCF_016500715	803
GCF_004103775	575
GCF_016893845	804
GCF_013360255	805
GCF_902363265	806
GCF_013389635	807
SG18_227_S53	808
GCF_002073755	809
SG18_138_2_S33	350
GCF_015672735	810
GCF_015667445	811
GCF_004005575	463
GCF_013781945	812
GCF_003019835	813
GCF_003571565	814
GCF_001586835	815
GCF_001058505	816
GCF_014104015	817
GCF_016500665	818
GCF_009856695	819
GCF_002918865	525
GCF_003114935	820
GCF_006385635	821
GCF_013727455	28
GCF_013740875	499
GCF_002918875	822
GCF_017151445	823
GCF_016505325	824
GCF_005406305	592
GCF_001413335	186
GCF_017353275	825
GCF_001316675	826
GCF_016505585	827
GCF_021441345	828
GCF_003226155	829
GCF_905337805	830
GCF_016505195	831
GCF_000521945	832
GCF_015910405	833
GCF_002919825	834
GCF_018917665	835
GCF_009832525	836
GCF_018106185	150
GCF_011030065	837
GCF_021417245	838
GCF_017086505	839
GCF_002249995	210
GCF_014332835	840
GCF_016505495	841
GCF_016811995	842
GCF_016501445	843
GCF_900461045	844
GCF_021440885	845
GCF_000786275	846
GCF_000972645	847
GCF_013267145	848
GCF_009876825	84
GCF_001413165	186
GCF_002918935	136
GCF_013729995	431
GCF_001067775	302
GCF_014803145	849
GCF_900636015	850
GCF_014103835	851
GCF_001858105	852
GCF_009907085	853
GCF_001546325	703
GCF_016503505	705
GCF_012102405	854
GCF_902160995	411
GCF_019270275	276
GCF_014855985	420
GCF_016505035	855
GCF_002919425	115
GCF_016503225	856
GCF_013615435	857
GCF_018421745	858
GCF_008931485	762
GCF_910573735	52
GCF_016504925	859
GCF_013786205	860
GCF_002738435	861
GCF_013781985	862
GCF_019655655	863
ERQ0572	864
GCF_018441435	865
GCF_005281245	866
GCF_001276105	796
GCF_019803045	867
GCF_012955545	868
GCF_014103585	869
ERQ0251	670
GCF_013781965	870
GCF_014856095	420
ERQ0672	638
GCF_011030315	871
GCF_002211705	872
GCF_000937455	873
ERQ0169	874
SD_9_C7	875
GCF_016505185	876
GCF_014105665	877
GCF_000398825	878
GCF_000155975	174
GCF_019265365	879
GCF_016504725	880
GCF_005280815	881
DB_3_D1	58
GCF_013737455	13
SG18_109_2_S19	610
GCF_000238735	370
GCF_018439905	730
GCF_016503695	882
GCF_001034445	495
GCF_019659885	883
GCF_013345705	884
GCF_013751895	877
GCF_008364645	885
GCF_011392435	886
GCF_019048805	692
GCF_017154235	780
GCF_001412855	186
GCF_004327835	129
GCF_014856035	420
GCF_011022025	32
GCF_015356435	887
ERQ0199	25
GCF_016501105	888
GCF_018423015	889
GCF_001412875	186
GCF_016501565	890
GCF_014337335	297
GCF_004569315	124
GCF_001880825	891
GCF_001317135	131
GCF_016501545	892
GCF_014802965	100
GCF_010231475	893
GCF_014332855	840
GCF_902706235	894
GCF_016503825	895
GCF_019656355	126
GCF_008364725	896
GCF_008364895	784
GCF_009649935	646
GCF_016504745	897
GCF_021496985	898
GCF_019585185	899
GCF_016502285	466
GCF_008502135	900
GCF_004004965	901
GCF_016893885	902
GCF_016500565	81
GCF_008693605	903
GCF_016503735	176
GCF_902160915	411
GCF_010592375	904
GCF_021278985	52
GCF_019731585	445
GCF_002025225	905
GCF_000398845	906
GCF_008364705	907
GCF_016501675	908
GCF_001413315	186
GCF_013336945	909
GCF_015167655	910
SG18_42_S4	911
GCF_013336995	705
GCF_019655495	630
GCF_001880945	912
GCF_014803165	279
GCF_002185305	913
GCF_013751655	914
GCF_013790265	145
GCF_001062165	915
GCF_013828645	916
GCF_002919495	136
GCF_018444815	917
GCF_013731955	918
GCF_016503295	919
GCF_000731055	920
GCF_001059255	742
GCF_001037575	921
GCF_015554155	922
