name	pMLST_scheme	pMLST
ERQ0278	IncF RST	F-:A-:B-
ERQ0310	IncF RST	F-:A-:B-
ERQ0572	IncF RST	F-:A-:B-
ERQ0671	IncF RST	F-:A-:B70
ERQ0672	IncF RST	Y3:A-:B-
ERQ0674	IncF RST	Y3:A-:B-
ERQ0677	IncF RST	Y3:A-:B-
ERQ0678	IncF RST	Y3:A-:B70
ERQ0681	IncF RST	Y3:A-:B70
ERQ0682	IncF RST	Y3:A-:B70
ERQ0683	IncF RST	Y3:A-:B-
ERQ0685	IncF RST	Y3:A-:B70
ERQ0689	IncF RST	Y3:A-:B70
GCF_000018045	IncF RST	F-:A-:B-
GCF_000155975	IncF RST	F-:A-:B-
GCF_000158355	IncF RST	F-:A-:B-
GCF_000238735	IncF RST	F-:A-:B-
GCF_000342325	IncF RST	F-:A-:B-
GCF_000388155	IncF RST	F-:A-:B-
GCF_000521945	IncF RST	F-:A-:B-
GCF_000521965	IncF RST	F-:A-:B-
GCF_000582615	IncF RST	F-:A-:B-
GCF_000692115	IncF RST	F-:A-:B-
GCF_000731055	IncF RST	K9:A21:B-
GCF_000734905	IncF RST	F-:A-:B-
GCF_000764735	IncF RST	F-:A-:B-
GCF_000783445	IncF RST	F-:A-:B-
GCF_000783755	IncF RST	F-:A-:B-
GCF_000783995	IncF RST	F-:A-:B-
GCF_000786265	IncF RST	F-:A-:B-
GCF_000786275	IncF RST	F-:A-:B-
GCF_000826205	IncF RST	F-:A-:B-
GCF_000835925	IncF RST	F21:A-:B-
GCF_000937455	IncF RST	Y3:A-:B70
GCF_000937505	IncF RST	F-:A-:B-
GCF_000972645	IncF RST	F-:A-:B-
GCF_000981805	IncF RST	F-:A-:B-
GCF_000982845	IncF RST	F-:A-:B-
GCF_001022155	IncF RST	F-:A-:B70
GCF_001022275	IncF RST	F-:A-:B70
GCF_001276105	IncF RST	F-:A-:B-
GCF_001276125	IncF RST	F-:A-:B-
GCF_001281005	IncF RST	F-:A-:B-
GCF_001317135	IncF RST	Y4:A-:B36
GCF_001471655	IncF RST	F-:A-:B-
GCF_001546285	IncF RST	F-:A-:B-
GCF_001546305	IncF RST	F-:A-:B-
GCF_001552875	IncF RST	F-:A-:B-
GCF_001558935	IncF RST	F-:A-:B-
GCF_001559075	IncF RST	F-:A-:B-
GCF_001718055	IncF RST	F-:A-:B70
GCF_002042885	IncF RST	F-:A-:B-
GCF_002073755	IncF RST	F-:A-:B-
GCF_002114305	IncF RST	F-:A-:B-
GCF_002151695	IncF RST	F-:A-:B-
GCF_002185305	IncF RST	F-:A-:B-
GCF_002208845	IncF RST	F-:A-:B-
GCF_002208985	IncF RST	F-:A-:B-
GCF_002786865	IncF RST	F-:A-:B-
GCF_002796485	IncF RST	F-:A-:B-
GCF_002796505	IncF RST	F-:A-:B-
GCF_002843195	IncF RST	F-:A-:B-
GCF_002863945	IncF RST	F-:A-:B-
GCF_002863965	IncF RST	F-:A-:B-
GCF_002864025	IncF RST	K3:A-:B-
GCF_002871775	IncF RST	F-:A-:B70
GCF_002880615	IncF RST	F-:A-:B-
GCF_002903215	IncF RST	F100:A-:B-
GCF_002903305	IncF RST	Y3:A-:B70
GCF_002918455	IncF RST	F-:A-:B-
GCF_002918465	IncF RST	F-:A-:B-
GCF_002918495	IncF RST	F-:A-:B-
GCF_002918505	IncF RST	F-:A-:B-
GCF_002918535	IncF RST	F-:A-:B-
GCF_002918555	IncF RST	F-:A-:B-
GCF_002918575	IncF RST	F-:A-:B-
GCF_002918835	IncF RST	F-:A-:B-
GCF_002918855	IncF RST	F-:A-:B-
GCF_002918865	IncF RST	F-:A-:B-
GCF_002918875	IncF RST	F-:A-:B-
GCF_002918935	IncF RST	F-:A-:B-
GCF_002919425	IncF RST	F-:A-:B-
GCF_002919455	IncF RST	F-:A-:B-
GCF_002919485	IncF RST	F-:A-:B-
GCF_002919495	IncF RST	F-:A-:B-
GCF_002919795	IncF RST	F100:A-:B-
GCF_002919825	IncF RST	K14:A-:B-
GCF_002923765	IncF RST	F-:A-:B-
GCF_002934505	IncF RST	F-:A-:B-
GCF_002939255	IncF RST	F-:A-:B-
GCF_002946635	IncF RST	F-:A-:B-
GCF_002947035	IncF RST	Y3:A-:B70
GCF_002947675	IncF RST	F-:A-:B-
GCF_003015305	IncF RST	F-:A-:B-
GCF_003019835	IncF RST	F-:A-:B-
GCF_003175795	IncF RST	F-:A-:B-
GCF_003184045	IncF RST	F-:A-:B-
GCF_003195445	IncF RST	F-:A-:B-
GCF_003226155	IncF RST	F-:A-:B-
GCF_003255895	IncF RST	F-:A-:B-
GCF_003665535	IncF RST	F-:A-:B-
GCF_003665595	IncF RST	F-:A-:B-
GCF_003665615	IncF RST	F-:A-:B-
GCF_003665635	IncF RST	F-:A-:B-
GCF_003665655	IncF RST	F-:A-:B-
GCF_004322975	IncF RST	F-:A-:B-
GCF_005280805	IncF RST	F-:A-:B-
GCF_005280815	IncF RST	F-:A-:B-
GCF_005280825	IncF RST	F-:A-:B-
GCF_005280855	IncF RST	F-:A-:B-
GCF_005280875	IncF RST	F-:A-:B-
GCF_005280915	IncF RST	F-:A-:B-
GCF_005280935	IncF RST	F-:A-:B-
GCF_005280955	IncF RST	F-:A-:B-
GCF_005280975	IncF RST	F-:A-:B-
GCF_005281015	IncF RST	F-:A-:B-
GCF_005281025	IncF RST	F-:A-:B-
GCF_005281055	IncF RST	F-:A-:B-
GCF_005281115	IncF RST	F95:A-:B-
GCF_005281125	IncF RST	F-:A-:B-
GCF_005281155	IncF RST	F-:A-:B-
GCF_005281165	IncF RST	F-:A-:B-
GCF_005281175	IncF RST	F-:A-:B-
GCF_005281195	IncF RST	F-:A-:B-
GCF_005281245	IncF RST	F-:A-:B-
GCF_005281255	IncF RST	F-:A-:B-
GCF_005281325	IncF RST	F-:A-:B-
GCF_005281345	IncF RST	F-:A-:B-
GCF_005281355	IncF RST	F-:A-:B-
GCF_005406305	IncF RST	F-:A-:B-
GCF_008931485	IncF RST	Y3:A-:B70
GCF_008931505	IncF RST	Y3:A-:B70
GCF_008931625	IncF RST	F-:A-:B-
GCF_008931685	IncF RST	F-:A-:B-
GCF_014332835	IncF RST	F-:A-:B-
GCF_014332855	IncF RST	F-:A-:B-
GCF_014332945	IncF RST	F-:A-:B-
GCF_014333035	IncF RST	F-:A-:B-
GCF_900079995	IncF RST	F-:A-:B-
GCF_900080005	IncF RST	F-:A-:B-
GCF_902387635	IncF RST	F-:A-:B-
SD_2_G2	IncF RST	F-:A-:B-
SD_5_A12	IncF RST	F-:A-:B-
SD_5_D4	IncF RST	F-:A-:B-
SD_9_A7	IncF RST	F-:A-:B-
SD_9_B7	IncF RST	F-:A-:B-
SD_9_C7	IncF RST	F-:A-:B-
SD_9_H6	IncF RST	F-:A-:B-
SG18_100_2_S18	IncF RST	F-:A-:B-
SG18_109_2_S19	IncF RST	F-:A-:B-
SG18_138_1_S32	IncF RST	F-:A-:B-
SG18_138_2_S33	IncF RST	F-:A-:B-
SG18_223_S110	IncF RST	F-:A-:B-
SG18_227_S53	IncF RST	F-:A-:B-
SG18_229_S54	IncF RST	F-:A-:B-
SG18_265_S115	IncF RST	F-:A-:B-
SG18_42_S4	IncF RST	F-:A-:B-
SG18_8_S1	IncF RST	F-:A-:B-
ERQ0183	IncHI1 MLST	11
ERQ0172	IncHI2 DLST	1
GCF_000937455	IncHI2 DLST	1
GCF_008931625	IncHI2 DLST	1
ERQ0213	IncN MLST	7
GCF_001317135	IncN MLST	7
GCF_002863945	IncN MLST	6
GCF_002880615	IncN MLST	6
GCF_002918875	IncN MLST	6
GCF_002919825	IncN MLST	6
GCF_003226155	IncN MLST	5
