name	total_length	number	mean_length	longest	shortest	N_count	Gaps	N50	N50n	N70	N70n	N90	N90n
GCF_000783755	5451221	3	1817073.67	5064681	60032	0	0	5064681	1	5064681	1	5064681	1
GCF_000783995	5258481	1	5258481.00	5258481	5258481	0	0	5258481	1	5258481	1	5258481	1
GCF_000786265	5242830	64	81919.22	3822494	302	4500	45	3822494	1	3822494	1	1329095	2
GCF_000786275	5040789	17	296517.00	5028527	300	2400	24	5028527	1	5028527	1	5028527	1
GCF_000826205	4986623	56	89046.84	505367	567	0	0	292028	7	126358	13	63261	23
GCF_000835925	5385810	361	14919.14	138720	411	0	0	34885	45	22940	83	11127	150
GCF_000937455	5763242	16	360202.62	4291073	2203	7642	40	4291073	1	4291073	1	213124	4
GCF_000937505	5911694	19	311141.79	5206009	2150	15155	21	5206009	1	5206009	1	291028	2
GCF_000972645	5005025	137	36533.03	205237	1030	0	0	66745	23	50066	39	22925	67
GCF_000981805	5875351	2	2937675.50	5584358	290993	0	0	5584358	1	5584358	1	5584358	1
GCF_000982845	4870483	19	256341.21	809267	458	1	1	742810	4	496265	5	138529	9
GCF_001022155	5489397	10	548939.70	4976908	1916	0	0	4976908	1	4976908	1	4976908	1
GCF_001022275	5390649	7	770092.71	5029496	1916	0	0	5029496	1	5029496	1	5029496	1
GCF_001276105	4952580	47	105374.04	1290767	207	0	0	330749	4	234059	8	106437	13
GCF_001276125	4956891	39	127099.77	736163	205	0	0	533449	4	426333	6	158720	10
GCF_001281005	5080321	1	5080321.00	5080321	5080321	0	0	5080321	1	5080321	1	5080321	1
GCF_001317135	5955093	786	7576.45	163205	254	0	0	41203	41	24682	78	3316	195
GCF_001471655	4933864	1	4933864.00	4933864	4933864	0	0	4933864	1	4933864	1	4933864	1
GCF_001546285	4927776	24	205324.00	794603	995	1900	19	493823	4	469579	6	160867	10
GCF_001546305	4812175	63	76383.73	697543	508	6300	63	303787	5	188759	9	55688	18
GCF_001552875	4882379	45	108497.31	689414	524	6800	68	415269	5	270833	8	67445	16
GCF_001558935	5083867	2	2541933.50	5030517	53350	0	0	5030517	1	5030517	1	5030517	1
GCF_001559075	4904719	1	4904719.00	4904719	4904719	0	0	4904719	1	4904719	1	4904719	1
GCF_001718055	5497225	3	1832408.33	5096586	171233	0	0	5096586	1	5096586	1	5096586	1
GCF_002042885	4916306	40	122907.65	556308	321	0	0	297971	6	170203	11	70382	19
GCF_002073755	5244290	1	5244290.00	5244290	5244290	0	0	5244290	1	5244290	1	5244290	1
GCF_002114305	5215585	43	121292.67	1065488	649	728	8	537644	4	393431	6	99438	11
GCF_002151695	4992764	5	998552.80	4901786	1203	71828	30	4901786	1	4901786	1	4901786	1
GCF_002185305	5092020	39	130564.62	654454	538	0	0	287643	6	186380	11	123626	17
GCF_002208845	4834774	1	4834774.00	4834774	4834774	0	0	4834774	1	4834774	1	4834774	1
GCF_002208985	4934662	2	2467331.00	4925369	9293	0	0	4925369	1	4925369	1	4925369	1
GCF_002786865	5357480	2	2678740.00	5311319	46161	0	0	5311319	1	5311319	1	5311319	1
GCF_002796485	4784670	1	4784670.00	4784670	4784670	0	0	4784670	1	4784670	1	4784670	1
GCF_002796505	5035189	2	2517594.50	4919453	115736	0	0	4919453	1	4919453	1	4919453	1
GCF_002843195	4881935	49	99631.33	758583	515	26	3	330308	5	227326	9	78379	16
GCF_002863945	5741697	187	30704.26	253022	511	0	0	91935	21	68471	35	20686	65
GCF_002863965	4652935	32	145404.22	575523	1061	0	0	468432	5	302538	7	124120	13
GCF_002864025	5169752	70	73853.60	1822987	502	0	0	559284	3	195539	6	81190	14
GCF_002871775	5211873	34	153290.38	937780	363	5640	24	782825	3	309591	6	122540	11
GCF_002880615	5340584	2	2670292.00	5277996	62588	0	0	5277996	1	5277996	1	5277996	1
GCF_002903215	5634842	3	1878280.67	5334524	65291	0	0	5334524	1	5334524	1	5334524	1
GCF_002903305	5688355	5	1137671.00	5016446	53632	0	0	5016446	1	5016446	1	355789	2
GCF_002918455	5162346	23	224449.83	1340071	656	0	0	589890	3	516470	5	151743	8
GCF_002918465	5161825	21	245801.19	2107845	600	1	1	589615	2	516470	4	154182	7
GCF_002918495	5164177	25	206567.08	1339582	656	1	1	610688	3	516470	5	151743	8
GCF_002918505	5511103	33	167003.12	566967	599	1	1	399131	6	343952	9	138479	14
GCF_002918535	5534887	22	251585.77	2645344	607	6	6	538118	2	450834	4	150290	8
GCF_002918555	5533855	16	345865.94	1460498	630	15	15	1061460	3	576562	4	172722	7
GCF_002918575	5048886	15	336592.40	2069601	707	4	4	878382	2	613649	3	494535	5
GCF_002918835	5217812	126	41411.21	330710	510	0	0	129146	15	85334	25	26893	46
GCF_002918855	5189677	118	43980.31	388552	515	0	0	141418	13	80748	24	27747	44
GCF_002918865	4934779	40	123369.48	500004	551	0	0	286310	7	189549	11	85102	18
GCF_002918875	5490432	138	39785.74	385876	506	0	0	170947	11	118572	19	29129	37
GCF_002918935	5536114	34	162826.88	1325272	598	3	3	448810	4	307325	7	135393	13
GCF_002919425	5169381	30	172312.70	2680168	602	3	3	2680168	1	516346	3	151743	6
GCF_002919455	5164811	24	215200.46	2107982	598	3	3	593986	2	518047	4	151743	7
GCF_002919485	5162224	20	258111.20	2676257	656	1	1	2676257	1	492546	3	151743	7
GCF_002919495	5537458	25	221498.32	1418115	627	5	5	700952	3	448825	4	139400	9
GCF_002919795	5491361	160	34321.01	372296	501	0	0	115136	15	66061	27	20499	54
GCF_002919825	5562967	125	44503.74	363040	540	0	0	123471	13	83916	25	32312	43
GCF_002923765	4824930	18	268051.67	1482787	1070	0	0	515942	3	350821	5	145613	8
GCF_002934505	5629494	4	1407373.50	5079781	62590	0	0	5079781	1	5079781	1	5079781	1
GCF_002939255	5072546	94	53963.26	436852	690	553	1	142532	13	77351	23	29984	41
GCF_002946635	4784656	1	4784656.00	4784656	4784656	0	0	4784656	1	4784656	1	4784656	1
GCF_002947035	4923281	3	1641093.67	4798293	42930	0	0	4798293	1	4798293	1	4798293	1
GCF_002947675	4928874	2	2464437.00	4919580	9294	0	0	4919580	1	4919580	1	4919580	1
GCF_003015305	4917171	30	163905.70	747808	311	0	0	565700	4	432543	6	128988	11
GCF_003019835	5028563	1	5028563.00	5028563	5028563	606180	461	5028563	1	5028563	1	5028563	1
GCF_003175795	5025755	98	51283.21	387944	245	0	0	141329	12	89296	20	48860	36
GCF_003184045	4845100	52	93175.00	4655095	273	250	25	4655095	1	4655095	1	4655095	1
GCF_003195445	4992654	79	63198.15	1192234	501	0	0	406360	4	180866	9	91658	16
GCF_003226155	4756360	11	432396.36	4610870	370	0	0	4610870	1	4610870	1	4610870	1
GCF_003255895	4945156	1	4945156.00	4945156	4945156	0	0	4945156	1	4945156	1	4945156	1
GCF_003665535	5053452	2	2526726.00	4996291	57161	0	0	4996291	1	4996291	1	4996291	1
GCF_003665595	5343952	1	5343952.00	5343952	5343952	0	0	5343952	1	5343952	1	5343952	1
GCF_003665615	5064975	3	1688325.00	4859315	71274	0	0	4859315	1	4859315	1	4859315	1
GCF_003665635	4917351	1	4917351.00	4917351	4917351	0	0	4917351	1	4917351	1	4917351	1
GCF_003665655	4899014	1	4899014.00	4899014	4899014	0	0	4899014	1	4899014	1	4899014	1
GCF_004322975	4954525	3	1651508.33	4883650	19305	0	0	4883650	1	4883650	1	4883650	1
GCF_005280805	5235980	1359	3852.82	1001244	200	29135	512	430503	4	199146	9	3063	26
GCF_005280815	4955874	313	15833.46	925900	200	355	17	774166	3	462808	5	136173	8
GCF_005280825	4617007	123	37536.64	284536	200	1	1	127657	13	80015	22	31455	39
GCF_005280855	4130315	85	48591.94	650531	1177	9173	170	190402	6	69281	14	19811	34
GCF_005280875	4699932	37	127025.19	697266	1085	18576	277	436868	5	315590	7	139643	12
GCF_005280915	4802836	92	52204.74	479983	1008	13288	280	127210	12	80503	22	31829	39
GCF_005280935	4889882	90	54332.02	658990	1003	18847	340	212035	7	114104	13	19610	35
GCF_005280955	4904780	56	87585.36	633646	210	506	4	455925	5	220793	8	120970	14
GCF_005280975	4769524	58	82233.17	627792	206	0	0	314940	6	171762	9	82972	17
GCF_005281015	4907427	143	34317.67	482893	202	118	1	192140	8	109211	15	31934	30
GCF_005281025	5056734	113	44749.86	428785	205	534	3	185138	11	111111	17	33625	30
GCF_005281055	4813631	83	57995.55	444133	201	184	1	224540	8	109131	14	49667	25
GCF_005281115	5066201	78	64951.29	497748	219	0	0	204048	9	131293	15	68224	25
GCF_005281125	4902504	29	169051.86	841040	1070	9415	199	437943	5	333624	7	127886	12
GCF_005281155	4741820	112	42337.68	252277	203	957	7	111705	15	73142	26	28696	46
GCF_005281165	5001858	66	75785.73	753816	220	2152	27	308606	6	198082	10	77809	18
GCF_005281175	4715026	44	107159.68	601708	205	4996	36	471099	5	397514	7	96800	12
GCF_005281195	4740309	90	52670.10	468322	1005	12401	224	164449	10	83396	18	29713	36
GCF_005281245	4390511	66	66522.89	352028	1003	28051	467	188633	8	146641	13	48109	23
GCF_005281255	4852896	43	112858.05	937523	209	0	0	463424	4	340033	6	124741	13
GCF_005281325	4712765	71	66376.97	517779	237	715	8	150393	9	95362	16	49216	29
GCF_005281345	5160421	117	44106.16	528017	200	14086	92	222765	7	115588	14	38903	29
GCF_005281355	4941213	96	51470.97	405760	202	584	7	117986	12	89474	21	36845	40
GCF_005406305	4569707	1	4569707.00	4569707	4569707	0	0	4569707	1	4569707	1	4569707	1
GCF_008931485	5514965	3	1838321.67	5095110	176400	0	0	5095110	1	5095110	1	5095110	1
GCF_008931505	5442770	3	1814256.67	5022915	176400	0	0	5022915	1	5022915	1	5022915	1
GCF_008931625	5540627	6	923437.83	5088693	3223	0	0	5088693	1	5088693	1	5088693	1
GCF_008931685	5613343	6	935557.17	5070767	3223	0	0	5070767	1	5070767	1	5070767	1
GCF_014332835	5282421	64	82537.83	945878	207	0	0	571851	4	189558	8	92535	15
GCF_014332855	5282788	50	105655.76	945878	232	0	0	571736	4	189558	8	126249	15
GCF_014332945	5096319	45	113251.53	1966477	253	0	0	851789	2	518066	4	137438	7
GCF_014333035	4908923	108	45452.99	453710	204	0	0	225898	8	139918	14	44931	28
GCF_900079995	5293620	36	147045.00	803536	545	0	0	571932	4	216810	7	90147	14
GCF_900080005	5247627	53	99011.83	785996	229	0	0	537218	4	162486	8	71665	17
GCF_902387635	5258449	1	5258449.00	5258449	5258449	0	0	5258449	1	5258449	1	5258449	1
SD_2_G2	4858996	177	27451.95	291759	112	0	0	142751	13	110985	21	67460	32
SD_5_A12	4775739	318	15018.05	117090	117	0	0	25670	54	17047	99	7792	179
SD_5_D4	4844745	45	107661.00	1071196	116	0	0	701802	3	335973	5	156170	10
SD_9_A7	4817836	36	133828.78	1562302	112	0	0	941925	2	527212	4	153410	6
SD_9_B7	4849998	32	151562.44	1046964	141	0	0	739424	3	510302	5	338321	7
SD_9_C7	4888862	50	97777.24	1080788	116	0	0	469647	4	222250	7	113978	12
SD_9_H6	4816895	44	109474.89	757419	112	0	0	348182	5	274107	8	118203	15
SG18_100_2_S18	4918810	36	136633.61	1221278	217	0	0	452777	4	385649	6	119157	11
SG18_109_2_S19	4918896	36	136636.00	1221278	204	0	0	452777	4	234381	7	119157	12
SG18_138_1_S32	4631297	32	144728.03	1203655	204	0	0	448743	4	313923	6	164700	9
SG18_138_2_S33	4633018	29	159759.24	1203811	201	0	0	626308	3	452868	5	303534	7
SG18_223_S110	4781020	31	154226.45	776476	209	0	0	522941	4	348897	6	148302	10
SG18_227_S53	4661343	37	125982.24	689210	215	0	0	360578	5	308308	8	155617	12
SG18_229_S54	4930855	62	79529.92	1084829	205	0	0	362400	5	261874	8	105920	15
SG18_265_S115	4817566	57	84518.70	620033	202	0	0	261168	6	151792	10	82849	18
SG18_42_S4	4900049	37	132433.76	1123743	202	0	0	518379	4	348750	6	118924	10
SG18_8_S1	4801516	38	126355.68	640967	207	0	0	454833	5	212097	9	91559	15
