name	perc_frags	num_frags	num_frags_direct	rank	ncbi_taxon_id	scientific_name
DB_3_C11	  0.35	1	1	S	648	                Aeromonas caviae
DB_3_C11	  0.35	1	1	S	651	                Aeromonas media
DB_3_C11	  0.70	2	0	P1	68525	        delta/epsilon subdivisions
DB_3_C11	  0.70	2	0	C	29547	          Epsilonproteobacteria
DB_3_C11	  0.70	2	0	O	213849	            Campylobacterales
DB_3_C11	  0.70	2	0	F	72294	              Campylobacteraceae
DB_3_C11	  0.70	2	0	F1	2321108	                Arcobacter group
DB_3_C11	  0.70	2	0	G	28196	                  Arcobacter
DB_3_C11	  0.35	1	1	S	255507	                    Arcobacter cibarius
DB_3_C11	  0.35	1	0	S	28197	                    Arcobacter butzleri
DB_3_C11	  0.35	1	1	S1	1036172	                      Arcobacter butzleri 7h1h
DB_3_D1	  0.72	5	5	U	0	unclassified
DB_3_D1	 99.28	691	0	R	1	root
DB_3_D1	 99.28	691	0	R1	131567	  cellular organisms
DB_3_D1	 99.28	691	11	D	2	    Bacteria
DB_3_D1	 97.70	680	13	P	1224	      Proteobacteria
DB_3_D1	 95.83	667	67	C	1236	        Gammaproteobacteria
DB_3_D1	 85.20	593	68	O	91347	          Enterobacterales
DB_3_D1	 75.43	525	53	F	543	            Enterobacteriaceae
DB_3_D1	 57.90	403	76	G	544	              Citrobacter
DB_3_D1	 45.83	319	12	G1	1344959	                Citrobacter freundii complex
DB_3_D1	 43.39	302	285	S	546	                  Citrobacter freundii
DB_3_D1	  2.01	14	14	S1	1006003	                    Citrobacter freundii ATCC 8090 = MTCC 1658 = NBRC 12681
DB_3_D1	  0.43	3	3	S1	1333848	                    Citrobacter freundii CFNIH1
DB_3_D1	  0.29	2	2	S	133448	                  Citrobacter youngae
DB_3_D1	  0.29	2	2	S	1639133	                  Citrobacter portucalensis
DB_3_D1	  0.14	1	1	S	67827	                  Citrobacter werkmanii
DB_3_D1	  1.15	8	0	G1	2644389	                unclassified Citrobacter
DB_3_D1	  0.43	3	3	S	2566012	                  Citrobacter sp. CF971
DB_3_D1	  0.29	2	2	S	1920110	                  Citrobacter sp. CFNIH10
DB_3_D1	  0.14	1	1	S	2546350	                  Citrobacter sp. LY-1
DB_3_D1	  0.14	1	1	S	2742655	                  Citrobacter sp. RHBSTW-00570
DB_3_D1	  0.14	1	1	S	2742661	                  Citrobacter sp. RHBSTW-00678
DB_3_D1	  4.02	28	2	G	570	              Klebsiella
DB_3_D1	  2.44	17	17	S	573	                Klebsiella pneumoniae
DB_3_D1	  0.43	3	3	S	1134687	                Klebsiella michiganensis
DB_3_D1	  0.43	3	3	S	1463165	                Klebsiella quasipneumoniae
DB_3_D1	  0.29	2	1	G1	2608929	                unclassified Klebsiella
DB_3_D1	  0.14	1	1	S	2675726	                  Klebsiella sp. WP8-S18-ESBL-06
DB_3_D1	  0.14	1	1	S	571	                Klebsiella oxytoca
DB_3_D1	  3.45	24	0	G	561	              Escherichia
DB_3_D1	  3.45	24	21	S	562	                Escherichia coli
DB_3_D1	  0.14	1	1	S1	585056	                  Escherichia coli UMN026
DB_3_D1	  0.14	1	1	S1	2778652	                  Escherichia coli O100:H21
DB_3_D1	  0.14	1	1	S1	2773704	                  Escherichia coli O15:H12
DB_3_D1	  1.87	13	0	G	547	              Enterobacter
DB_3_D1	  1.87	13	2	G1	354276	                Enterobacter cloacae complex
DB_3_D1	  0.57	4	4	S	158836	                  Enterobacter hormaechei
DB_3_D1	  0.43	3	3	S	550	                  Enterobacter cloacae
DB_3_D1	  0.43	3	3	S	208224	                  Enterobacter kobei
DB_3_D1	  0.14	1	0	G2	2757714	                  unclassified Enterobacter cloacae complex
DB_3_D1	  0.14	1	1	S	1915310	                    Enterobacter cloacae complex sp. ECNIH7
DB_3_D1	  0.43	3	0	G	83654	              Leclercia
DB_3_D1	  0.43	3	3	S	83655	                Leclercia adecarboxylata
DB_3_D1	  0.14	1	0	G	590	              Salmonella
DB_3_D1	  0.14	1	0	S	28901	                Salmonella enterica
DB_3_D1	  0.14	1	0	S1	59201	                  Salmonella enterica subsp. enterica
DB_3_D1	  0.14	1	1	S2	70803	                    Salmonella enterica subsp. enterica serovar Minnesota
DB_3_D1	  0.72	5	0	O	72274	          Pseudomonadales
DB_3_D1	  0.57	4	0	F	135621	            Pseudomonadaceae
DB_3_D1	  0.57	4	0	G	286	              Pseudomonas
DB_3_D1	  0.57	4	0	G1	136841	                Pseudomonas aeruginosa group
DB_3_D1	  0.57	4	4	S	287	                  Pseudomonas aeruginosa
DB_3_D1	  0.14	1	0	F	468	            Moraxellaceae
DB_3_D1	  0.14	1	0	G	469	              Acinetobacter
DB_3_D1	  0.14	1	0	G1	909768	                Acinetobacter calcoaceticus/baumannii complex
DB_3_D1	  0.14	1	1	S	470	                  Acinetobacter baumannii
DB_3_D1	  0.29	2	0	O	135624	          Aeromonadales
DB_3_D1	  0.29	2	0	F	84642	            Aeromonadaceae
DB_3_D1	  0.29	2	0	G	642	              Aeromonas
DB_3_D1	  0.14	1	1	S	648	                Aeromonas caviae
DB_3_D1	  0.14	1	1	S	654	                Aeromonas veronii
DB_3_D2	  0.61	2	2	U	0	unclassified
DB_3_D2	 99.39	327	0	R	1	root
DB_3_D2	 99.39	327	0	R1	131567	  cellular organisms
DB_3_D2	 99.39	327	14	D	2	    Bacteria
DB_3_D2	 95.14	313	9	P	1224	      Proteobacteria
DB_3_D2	 92.40	304	28	C	1236	        Gammaproteobacteria
DB_3_D2	 62.92	207	14	O	91347	          Enterobacterales
DB_3_D2	 58.66	193	33	F	543	            Enterobacteriaceae
DB_3_D2	 36.78	121	10	G	544	              Citrobacter
DB_3_D2	 32.83	108	4	G1	1344959	                Citrobacter freundii complex
DB_3_D2	 30.70	101	84	S	546	                  Citrobacter freundii
DB_3_D2	  4.26	14	14	S1	1006003	                    Citrobacter freundii ATCC 8090 = MTCC 1658 = NBRC 12681
DB_3_D2	  0.91	3	3	S1	1333848	                    Citrobacter freundii CFNIH1
DB_3_D2	  0.91	3	3	S	1639133	                  Citrobacter portucalensis
DB_3_D2	  0.91	3	0	G1	2644389	                unclassified Citrobacter
DB_3_D2	  0.61	2	2	S	1920110	                  Citrobacter sp. CFNIH10
DB_3_D2	  0.30	1	1	S	2742655	                  Citrobacter sp. RHBSTW-00570
DB_3_D2	  4.56	15	2	G	570	              Klebsiella
DB_3_D2	  3.04	10	10	S	573	                Klebsiella pneumoniae
DB_3_D2	  0.61	2	2	S	1134687	                Klebsiella michiganensis
DB_3_D2	  0.30	1	0	G1	2608929	                unclassified Klebsiella
DB_3_D2	  0.30	1	1	S	2675726	                  Klebsiella sp. WP8-S18-ESBL-06
DB_3_D2	  3.95	13	0	G	561	              Escherichia
DB_3_D2	  3.95	13	11	S	562	                Escherichia coli
DB_3_D2	  0.30	1	1	S1	2778652	                  Escherichia coli O100:H21
DB_3_D2	  0.30	1	1	S1	2773704	                  Escherichia coli O15:H12
DB_3_D2	  3.04	10	0	G	547	              Enterobacter
DB_3_D2	  3.04	10	2	G1	354276	                Enterobacter cloacae complex
DB_3_D2	  0.91	3	3	S	158836	                  Enterobacter hormaechei
DB_3_D2	  0.91	3	3	S	208224	                  Enterobacter kobei
DB_3_D2	  0.30	1	1	S	550	                  Enterobacter cloacae
DB_3_D2	  0.30	1	0	G2	2757714	                  unclassified Enterobacter cloacae complex
DB_3_D2	  0.30	1	1	S	1915310	                    Enterobacter cloacae complex sp. ECNIH7
DB_3_D2	  0.30	1	0	G	590	              Salmonella
DB_3_D2	  0.30	1	0	S	28901	                Salmonella enterica
DB_3_D2	  0.30	1	0	S1	59201	                  Salmonella enterica subsp. enterica
DB_3_D2	  0.30	1	1	S2	57743	                    Salmonella enterica subsp. enterica serovar Weltevreden
DB_3_D2	 20.36	67	0	O	72274	          Pseudomonadales
DB_3_D2	 19.76	65	0	F	468	            Moraxellaceae
DB_3_D2	 19.76	65	7	G	469	              Acinetobacter
DB_3_D2	 12.16	40	40	S	2136182	                Acinetobacter cumulans
DB_3_D2	  3.04	10	0	G1	196816	                unclassified Acinetobacter
DB_3_D2	  0.91	3	3	S	1758189	                  Acinetobacter sp. ACNIH2
DB_3_D2	  0.61	2	2	S	1879049	                  Acinetobacter sp. WCHAc010034
DB_3_D2	  0.61	2	2	S	2004646	                  Acinetobacter sp. WCHA55
DB_3_D2	  0.30	1	1	S	2798861	                  Acinetobacter sp. CS-2
DB_3_D2	  0.30	1	1	S	2743575	                  Acinetobacter sp. NEB 394
DB_3_D2	  0.30	1	1	S	2004644	                  Acinetobacter sp. WCHA45
DB_3_D2	  1.22	4	0	G1	909768	                Acinetobacter calcoaceticus/baumannii complex
DB_3_D2	  1.22	4	4	S	470	                  Acinetobacter baumannii
DB_3_D2	  0.30	1	1	S	1871111	                Acinetobacter defluvii
DB_3_D2	  0.30	1	1	S	202956	                Acinetobacter towneri
DB_3_D2	  0.30	1	1	S	756892	                Acinetobacter indicus
DB_3_D2	  0.30	1	1	S	108981	                Acinetobacter schindleri
DB_3_D2	  0.61	2	0	F	135621	            Pseudomonadaceae
DB_3_D2	  0.61	2	0	G	286	              Pseudomonas
DB_3_D2	  0.61	2	0	G1	136841	                Pseudomonas aeruginosa group
DB_3_D2	  0.61	2	2	S	287	                  Pseudomonas aeruginosa
DB_3_D2	  0.61	2	0	O	135624	          Aeromonadales
DB_3_D2	  0.61	2	0	F	84642	            Aeromonadaceae
DB_3_D2	  0.61	2	0	G	642	              Aeromonas
DB_3_D2	  0.30	1	1	S	648	                Aeromonas caviae
DB_3_D2	  0.30	1	1	S	654	                Aeromonas veronii
DB_3_F10	  0.16	1	1	U	0	unclassified
DB_3_F10	 99.84	619	0	R	1	root
DB_3_F10	 99.84	619	0	R1	131567	  cellular organisms
DB_3_F10	 99.84	619	1	D	2	    Bacteria
DB_3_F10	 99.68	618	12	P	1224	      Proteobacteria
DB_3_F10	 97.58	605	5	C	1236	        Gammaproteobacteria
DB_3_F10	 96.45	598	6	O	91347	          Enterobacterales
DB_3_F10	 95.48	592	48	F	543	            Enterobacteriaceae
DB_3_F10	 83.06	515	126	G	544	              Citrobacter
DB_3_F10	 61.45	381	30	G1	1344959	                Citrobacter freundii complex
DB_3_F10	 56.13	348	313	S	546	                  Citrobacter freundii
DB_3_F10	  5.00	31	31	S1	1006003	                    Citrobacter freundii ATCC 8090 = MTCC 1658 = NBRC 12681
DB_3_F10	  0.65	4	4	S1	1333848	                    Citrobacter freundii CFNIH1
DB_3_F10	  0.32	2	2	S	67827	                  Citrobacter werkmanii
DB_3_F10	  0.16	1	1	S	133448	                  Citrobacter youngae
DB_3_F10	  0.81	5	1	G1	2644389	                unclassified Citrobacter
DB_3_F10	  0.32	2	2	S	2566012	                  Citrobacter sp. CF971
DB_3_F10	  0.16	1	1	S	2562449	                  Citrobacter sp. SNU WT2
DB_3_F10	  0.16	1	1	S	2742624	                  Citrobacter sp. RHB25-C09
DB_3_F10	  0.16	1	0	S	35703	                Citrobacter amalonaticus
DB_3_F10	  0.16	1	1	S1	1261127	                  Citrobacter amalonaticus Y19
DB_3_F10	  0.16	1	1	S	67824	                Citrobacter farmeri
DB_3_F10	  0.16	1	1	S	1563222	                Citrobacter pasteurii
DB_3_F10	  1.94	12	0	G	547	              Enterobacter
DB_3_F10	  1.94	12	3	G1	354276	                Enterobacter cloacae complex
DB_3_F10	  1.13	7	7	S	61645	                  Enterobacter asburiae
DB_3_F10	  0.32	2	0	S	158836	                  Enterobacter hormaechei
DB_3_F10	  0.32	2	2	S1	1812934	                    Enterobacter hormaechei subsp. hoffmannii
DB_3_F10	  1.13	7	0	G	570	              Klebsiella
DB_3_F10	  0.65	4	4	S	573	                Klebsiella pneumoniae
DB_3_F10	  0.32	2	2	S	571	                Klebsiella oxytoca
DB_3_F10	  0.16	1	1	S	1134687	                Klebsiella michiganensis
DB_3_F10	  0.81	5	0	G	561	              Escherichia
DB_3_F10	  0.65	4	4	S	562	                Escherichia coli
DB_3_F10	  0.16	1	1	S	564	                Escherichia fergusonii
DB_3_F10	  0.81	5	0	G	590	              Salmonella
DB_3_F10	  0.81	5	1	S	28901	                Salmonella enterica
DB_3_F10	  0.65	4	0	S1	59201	                  Salmonella enterica subsp. enterica
DB_3_F10	  0.16	1	0	S2	189201	                    Salmonella enterica subsp. enterica serovar Cubana
DB_3_F10	  0.16	1	1	S3	1271863	                      Salmonella enterica subsp. enterica serovar Cubana str. CFSAN002050
DB_3_F10	  0.16	1	1	S2	57743	                    Salmonella enterica subsp. enterica serovar Weltevreden
DB_3_F10	  0.16	1	1	S2	28142	                    Salmonella enterica subsp. enterica serovar Berta
DB_3_F10	  0.16	1	1	S2	46626	                    Salmonella enterica subsp. enterica serovar Give
DB_3_F10	  0.32	2	0	O	72274	          Pseudomonadales
DB_3_F10	  0.32	2	0	F	468	            Moraxellaceae
DB_3_F10	  0.32	2	0	G	469	              Acinetobacter
DB_3_F10	  0.32	2	0	G1	909768	                Acinetobacter calcoaceticus/baumannii complex
DB_3_F10	  0.32	2	2	S	470	                  Acinetobacter baumannii
DB_3_F10	  0.16	1	0	C	28216	        Betaproteobacteria
DB_3_F10	  0.16	1	0	O	80840	          Burkholderiales
DB_3_F10	  0.16	1	0	F	80864	            Comamonadaceae
DB_3_F10	  0.16	1	0	G	12916	              Acidovorax
DB_3_F10	  0.16	1	0	S	721785	                Acidovorax ebreus
DB_3_F10	  0.16	1	1	S1	535289	                  Acidovorax ebreus TPSY
DB_5_F12	  0.62	2	2	U	0	unclassified
DB_5_F12	 99.38	322	0	R	1	root
DB_5_F12	 99.38	322	0	R1	131567	  cellular organisms
DB_5_F12	 99.38	322	13	D	2	    Bacteria
DB_5_F12	 95.37	309	12	P	1224	      Proteobacteria
DB_5_F12	 91.67	297	31	C	1236	        Gammaproteobacteria
DB_5_F12	 80.56	261	13	O	91347	          Enterobacterales
DB_5_F12	 76.54	248	48	F	543	            Enterobacteriaceae
DB_5_F12	 39.51	128	14	G	544	              Citrobacter
DB_5_F12	 33.64	109	4	G1	1344959	                Citrobacter freundii complex
DB_5_F12	 31.79	103	87	S	546	                  Citrobacter freundii
DB_5_F12	  4.01	13	13	S1	1006003	                    Citrobacter freundii ATCC 8090 = MTCC 1658 = NBRC 12681
DB_5_F12	  0.93	3	3	S1	1333848	                    Citrobacter freundii CFNIH1
DB_5_F12	  0.62	2	2	S	1639133	                  Citrobacter portucalensis
DB_5_F12	  1.23	4	1	G1	2644389	                unclassified Citrobacter
DB_5_F12	  0.31	1	1	S	2742630	                  Citrobacter sp. RHBSTW-00021
DB_5_F12	  0.31	1	1	S	2742655	                  Citrobacter sp. RHBSTW-00570
DB_5_F12	  0.31	1	1	S	2742661	                  Citrobacter sp. RHBSTW-00678
DB_5_F12	  0.31	1	1	S	67824	                Citrobacter farmeri
DB_5_F12	 10.19	33	3	G	570	              Klebsiella
DB_5_F12	  5.86	19	18	S	573	                Klebsiella pneumoniae
DB_5_F12	  0.31	1	1	S1	72407	                  Klebsiella pneumoniae subsp. pneumoniae
DB_5_F12	  2.47	8	8	S	1134687	                Klebsiella michiganensis
DB_5_F12	  0.62	2	2	S	1463165	                Klebsiella quasipneumoniae
DB_5_F12	  0.31	1	0	G1	2608929	                unclassified Klebsiella
DB_5_F12	  0.31	1	1	S	2675726	                  Klebsiella sp. WP8-S18-ESBL-06
DB_5_F12	  7.41	24	0	G	561	              Escherichia
DB_5_F12	  7.41	24	22	S	562	                Escherichia coli
DB_5_F12	  0.31	1	1	S1	2027293	                  Escherichia coli O8:H8
DB_5_F12	  0.31	1	0	S1	1072458	                  Escherichia coli O7:K1
DB_5_F12	  0.31	1	1	S2	1072459	                    Escherichia coli O7:K1 str. CE10
DB_5_F12	  4.32	14	0	G	547	              Enterobacter
DB_5_F12	  4.01	13	2	G1	354276	                Enterobacter cloacae complex
DB_5_F12	  1.54	5	5	S	158836	                  Enterobacter hormaechei
DB_5_F12	  0.93	3	3	S	208224	                  Enterobacter kobei
DB_5_F12	  0.62	2	2	S	550	                  Enterobacter cloacae
DB_5_F12	  0.31	1	0	G2	2757714	                  unclassified Enterobacter cloacae complex
DB_5_F12	  0.31	1	1	S	1915310	                    Enterobacter cloacae complex sp. ECNIH7
DB_5_F12	  0.31	1	1	G1	2608935	                unclassified Enterobacter
DB_5_F12	  0.31	1	0	G	590	              Salmonella
DB_5_F12	  0.31	1	0	S	28901	                Salmonella enterica
DB_5_F12	  0.31	1	0	S1	59201	                  Salmonella enterica subsp. enterica
DB_5_F12	  0.31	1	1	S2	57743	                    Salmonella enterica subsp. enterica serovar Weltevreden
DB_5_F12	  0.93	3	0	O	72274	          Pseudomonadales
DB_5_F12	  0.93	3	0	F	135621	            Pseudomonadaceae
DB_5_F12	  0.93	3	0	G	286	              Pseudomonas
DB_5_F12	  0.31	1	0	G1	136849	                Pseudomonas syringae group
DB_5_F12	  0.31	1	0	G2	251695	                  Pseudomonas syringae group genomosp. 1
DB_5_F12	  0.31	1	0	S	317	                    Pseudomonas syringae
DB_5_F12	  0.31	1	0	S1	264449	                      Pseudomonas syringae group pathovars incertae sedis
DB_5_F12	  0.31	1	1	S2	264451	                        Pseudomonas syringae pv. cerasicola
DB_5_F12	  0.31	1	0	G1	136841	                Pseudomonas aeruginosa group
DB_5_F12	  0.31	1	1	S	287	                  Pseudomonas aeruginosa
DB_5_F12	  0.31	1	0	G1	136843	                Pseudomonas fluorescens group
DB_5_F12	  0.31	1	1	S	76761	                  Pseudomonas veronii
DB_5_F12	  0.62	2	0	O	135624	          Aeromonadales
DB_5_F12	  0.62	2	0	F	84642	            Aeromonadaceae
DB_5_F12	  0.62	2	0	G	642	              Aeromonas
DB_5_F12	  0.31	1	1	S	651	                Aeromonas media
DB_5_F12	  0.31	1	1	S	654	                Aeromonas veronii
ERQ0043	  0.99	1	1	U	0	unclassified
ERQ0043	 99.01	100	0	R	1	root
ERQ0043	 99.01	100	0	R1	131567	  cellular organisms
ERQ0043	 99.01	100	0	D	2	    Bacteria
ERQ0043	 99.01	100	0	P	1224	      Proteobacteria
ERQ0043	 99.01	100	0	C	1236	        Gammaproteobacteria
ERQ0043	 99.01	100	5	O	91347	          Enterobacterales
ERQ0043	 94.06	95	10	F	543	            Enterobacteriaceae
ERQ0043	 81.19	82	16	G	544	              Citrobacter
ERQ0043	 64.36	65	1	G1	1344959	                Citrobacter freundii complex
ERQ0043	 63.37	64	55	S	546	                  Citrobacter freundii
ERQ0043	  7.92	8	8	S1	1006003	                    Citrobacter freundii ATCC 8090 = MTCC 1658 = NBRC 12681
ERQ0043	  0.99	1	1	S1	1333848	                    Citrobacter freundii CFNIH1
ERQ0043	  0.99	1	1	S	545	                Citrobacter koseri
ERQ0043	  1.98	2	0	G	570	              Klebsiella
ERQ0043	  0.99	1	1	S	571	                Klebsiella oxytoca
ERQ0043	  0.99	1	1	S	573	                Klebsiella pneumoniae
ERQ0043	  0.99	1	0	G	547	              Enterobacter
ERQ0043	  0.99	1	0	G1	354276	                Enterobacter cloacae complex
ERQ0043	  0.99	1	1	S	158836	                  Enterobacter hormaechei
ERQ0044	  0.41	1	1	U	0	unclassified
ERQ0044	 99.59	243	0	R	1	root
ERQ0044	 99.59	243	0	R1	131567	  cellular organisms
ERQ0044	 99.59	243	5	D	2	    Bacteria
ERQ0044	 97.54	238	5	P	1224	      Proteobacteria
ERQ0044	 95.49	233	7	C	1236	        Gammaproteobacteria
ERQ0044	 92.62	226	7	O	91347	          Enterobacterales
ERQ0044	 89.75	219	21	F	543	            Enterobacteriaceae
ERQ0044	 71.31	174	15	G	544	              Citrobacter
ERQ0044	 64.75	158	6	G1	1344959	                Citrobacter freundii complex
ERQ0044	 55.33	135	135	S	2077149	                  Citrobacter freundii complex sp. CFNIH9
ERQ0044	  6.97	17	17	S	546	                  Citrobacter freundii
ERQ0044	  0.41	1	0	S	35703	                Citrobacter amalonaticus
ERQ0044	  0.41	1	1	S1	1261127	                  Citrobacter amalonaticus Y19
ERQ0044	  5.33	13	0	G	547	              Enterobacter
ERQ0044	  5.33	13	3	G1	354276	                Enterobacter cloacae complex
ERQ0044	  1.64	4	4	S	1812935	                  Enterobacter roggenkampii
ERQ0044	  0.82	2	2	S	550	                  Enterobacter cloacae
ERQ0044	  0.82	2	0	S	158836	                  Enterobacter hormaechei
ERQ0044	  0.82	2	2	S1	299766	                    Enterobacter hormaechei subsp. steigerwaltii
ERQ0044	  0.82	2	2	S	208224	                  Enterobacter kobei
ERQ0044	  3.69	9	1	G	570	              Klebsiella
ERQ0044	  1.64	4	4	S	573	                Klebsiella pneumoniae
ERQ0044	  0.82	2	2	S	1463165	                Klebsiella quasipneumoniae
ERQ0044	  0.41	1	1	S	2153354	                Klebsiella huaxiensis
ERQ0044	  0.41	1	0	G1	2608929	                unclassified Klebsiella
ERQ0044	  0.41	1	1	S	1905288	                  Klebsiella sp. LTGPAF-6F
ERQ0044	  0.82	2	0	G	447792	              Phytobacter
ERQ0044	  0.82	2	2	S	1972431	                Phytobacter ursingii
ERQ0045	  2.08	2	2	U	0	unclassified
ERQ0045	 97.92	94	0	R	1	root
ERQ0045	 97.92	94	0	R1	131567	  cellular organisms
ERQ0045	 97.92	94	0	D	2	    Bacteria
ERQ0045	 97.92	94	1	P	1224	      Proteobacteria
ERQ0045	 96.88	93	0	C	1236	        Gammaproteobacteria
ERQ0045	 96.88	93	7	O	91347	          Enterobacterales
ERQ0045	 89.58	86	10	F	543	            Enterobacteriaceae
ERQ0045	 75.00	72	15	G	544	              Citrobacter
ERQ0045	 58.33	56	2	G1	1344959	                Citrobacter freundii complex
ERQ0045	 56.25	54	47	S	546	                  Citrobacter freundii
ERQ0045	  6.25	6	6	S1	1006003	                    Citrobacter freundii ATCC 8090 = MTCC 1658 = NBRC 12681
ERQ0045	  1.04	1	1	S1	1333848	                    Citrobacter freundii CFNIH1
ERQ0045	  1.04	1	1	S	545	                Citrobacter koseri
ERQ0045	  2.08	2	0	G	570	              Klebsiella
ERQ0045	  1.04	1	1	S	571	                Klebsiella oxytoca
ERQ0045	  1.04	1	1	S	573	                Klebsiella pneumoniae
ERQ0045	  1.04	1	0	G	547	              Enterobacter
ERQ0045	  1.04	1	0	G1	354276	                Enterobacter cloacae complex
ERQ0045	  1.04	1	1	S	158836	                  Enterobacter hormaechei
ERQ0045	  1.04	1	0	G	561	              Escherichia
ERQ0045	  1.04	1	1	S	562	                Escherichia coli
ERQ0046	 12.26	116	116	U	0	unclassified
ERQ0046	 87.74	830	0	R	1	root
ERQ0046	 87.74	830	0	R1	131567	  cellular organisms
ERQ0046	 87.74	830	7	D	2	    Bacteria
ERQ0046	 87.00	823	0	P	1224	      Proteobacteria
ERQ0046	 87.00	823	4	C	1236	        Gammaproteobacteria
ERQ0046	 86.36	817	1	O	91347	          Enterobacterales
ERQ0046	 86.26	816	329	F	543	            Enterobacteriaceae
ERQ0046	 24.00	227	18	G	544	              Citrobacter
ERQ0046	 21.35	202	2	G1	1344959	                Citrobacter freundii complex
ERQ0046	 21.04	199	154	S	546	                  Citrobacter freundii
ERQ0046	  4.55	43	43	S1	1006003	                    Citrobacter freundii ATCC 8090 = MTCC 1658 = NBRC 12681
ERQ0046	  0.21	2	2	S1	1333848	                    Citrobacter freundii CFNIH1
ERQ0046	  0.11	1	1	S	67827	                  Citrobacter werkmanii
ERQ0046	  0.63	6	1	G1	2644389	                unclassified Citrobacter
ERQ0046	  0.32	3	3	S	2546350	                  Citrobacter sp. LY-1
ERQ0046	  0.21	2	2	S	2566012	                  Citrobacter sp. CF971
ERQ0046	  0.11	1	0	S	35703	                Citrobacter amalonaticus
ERQ0046	  0.11	1	1	S1	1261127	                  Citrobacter amalonaticus Y19
ERQ0046	 19.24	182	0	G	590	              Salmonella
ERQ0046	 19.13	181	0	G1	2614656	                unclassified Salmonella
ERQ0046	 19.13	181	181	S	2500542	                  Salmonella sp. SSDFZ54
