name	scientific_name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
GCF_000731055	Citrobacter farmeri	67824	S	4	-2	2	0.01852
GCF_000731055	Klebsiella pneumoniae	573	S	8	4	12	0.11111
GCF_002919825	Citrobacter freundii	546	S	70	37	107	0.856
GCF_002919825	Klebsiella pneumoniae	573	S	6	4	10	0.08
GCF_002919825	Escherichia coli	562	S	4	2	6	0.048
ERQ0189	Citrobacter freundii	546	S	103	56	159	0.9521
ERQ0189	Klebsiella pneumoniae	573	S	5	2	7	0.04192
GCF_002939255	Citrobacter sp. 172116965	2683822	S	61	25	86	0.91489
GCF_002939255	Citrobacter freundii	546	S	11	-4	7	0.07447
ERQ0250	Citrobacter freundii	546	S	78	28	106	1.0
GCF_002918575	Citrobacter sp. RHB35-C21	2742626	S	3	1	4	0.26667
GCF_002918575	Citrobacter sp. RHBSTW-00881	2742667	S	3	1	4	0.26667
GCF_002918575	Citrobacter sp. RHBSTW-01044	2742678	S	1	0	1	0.06667
GCF_002918575	Citrobacter sp. RHBSTW-00986	2742675	S	1	0	1	0.06667
GCF_002918575	Citrobacter sp. RHBSTW-00570	2742655	S	1	1	2	0.13333
GCF_002919495	Citrobacter sp. RHB25-C09	2742624	S	7	3	10	0.4
GCF_002919495	Salmonella enterica	28901	S	4	10	14	0.56
GCF_001559075	Citrobacter amalonaticus	35703	S	1	0	1	1.0
GCF_002919485	Citrobacter sp. TSA-1	184912	S	2	0	2	0.10526
GCF_002919485	Citrobacter sp. RHBSTW-00986	2742675	S	2	1	3	0.15789
GCF_002919485	Citrobacter sp. RHBSTW-00881	2742667	S	2	0	2	0.10526
GCF_002919485	Citrobacter sp. RHB35-C21	2742626	S	2	0	2	0.10526
GCF_002919485	Citrobacter sp. RHBSTW-01044	2742678	S	1	0	1	0.05263
GCF_002919485	Citrobacter sp. RHBSTW-00887	2742668	S	1	0	1	0.05263
GCF_002919485	Citrobacter sp. RHBSTW-00570	2742655	S	1	1	2	0.10526
GCF_002919485	Citrobacter braakii	57706	S	2	0	2	0.10526
GCF_002919485	Citrobacter portucalensis	1639133	S	1	0	1	0.05263
GCF_000981805	Citrobacter amalonaticus	35703	S	2	0	2	1.0
ERQ0233	Citrobacter freundii	546	S	73	84	157	1.0
GCF_000835925	Citrobacter rodentium	67825	S	290	10	300	0.83102
GCF_000835925	Escherichia coli	562	S	52	8	60	0.1662
SG18_109_2_S19	Citrobacter youngae	133448	S	6	5	11	0.30556
SG18_109_2_S19	Citrobacter freundii	546	S	5	1	6	0.16667
SG18_109_2_S19	Citrobacter sp. FDAARGOS_156	1702170	S	11	7	18	0.5
GCF_003665535	Citrobacter freundii	546	S	2	0	2	1.0
GCF_014332855	Citrobacter freundii	546	S	25	7	32	0.64
GCF_014332855	Salmonella enterica	28901	S	12	5	17	0.34
ERQ0183	Citrobacter freundii	546	S	105	-15	90	0.20979
ERQ0183	Citrobacter portucalensis	1639133	S	5	3	8	0.01865
ERQ0183	Citrobacter sp. RHBSTW-00137	2742638	S	13	179	192	0.44755
ERQ0183	Salmonella enterica	28901	S	51	72	123	0.28671
ERQ0183	Klebsiella pneumoniae	573	S	11	-3	8	0.01865
ERQ0183	Serratia marcescens	615	S	6	-1	5	0.01166
GCF_900079995	Citrobacter freundii	546	S	20	6	26	0.74286
GCF_900079995	Salmonella enterica	28901	S	7	1	8	0.22857
GCF_001471655	Citrobacter amalonaticus	35703	S	1	0	1	1.0
GCF_000155975	Citrobacter werkmanii	67827	S	5	4	9	1.0
GCF_014332945	Citrobacter freundii	546	S	13	10	23	0.76667
GCF_014332945	Salmonella enterica	28901	S	4	2	6	0.2
GCF_005280825	Citrobacter freundii	546	S	70	52	122	1.0
ERQ0200	Citrobacter freundii	546	S	91	55	146	0.96689
ERQ0200	Klebsiella pneumoniae	573	S	4	0	4	0.02649
GCF_003184045	Citrobacter koseri	545	S	7	43	50	0.96154
GCF_003184045	Klebsiella pneumoniae	573	S	4	-3	1	0.01923
GCF_005281195	Citrobacter freundii	546	S	70	20	90	1.0
GCF_000734905	Citrobacter freundii	546	S	119	10	129	1.0
ERQ0166	Citrobacter sp. TSA-1	184912	S	5	9	14	0.03382
ERQ0166	Citrobacter sp. RHBSTW-00696	2742662	S	5	63	68	0.16425
ERQ0166	Citrobacter sp. RHBSTW-00881	2742667	S	5	12	17	0.04106
ERQ0166	Citrobacter sp. RHBSTW-00524	2742653	S	4	10	14	0.03382
ERQ0166	Citrobacter sp. RHBSTW-00887	2742668	S	4	11	15	0.03623
ERQ0166	Citrobacter sp. RHBSTW-00903	2742670	S	4	115	119	0.28744
ERQ0166	Citrobacter freundii	546	S	16	3	19	0.04589
ERQ0166	Escherichia coli	562	S	48	90	138	0.33333
ERQ0166	Klebsiella pneumoniae	573	S	5	1	6	0.01449
GCF_002923765	Citrobacter sp. TSA-1	184912	S	3	0	3	0.16667
GCF_002923765	Citrobacter sp. RHB36-C18	2742627	S	3	0	3	0.16667
GCF_002923765	Citrobacter sp. 172116965	2683822	S	3	0	3	0.16667
GCF_002923765	Citrobacter sp. RHB35-C21	2742626	S	2	0	2	0.11111
GCF_002923765	Citrobacter sp. RHBSTW-01044	2742678	S	1	0	1	0.05556
GCF_002923765	Citrobacter sp. RHBSTW-00986	2742675	S	1	0	1	0.05556
GCF_002923765	Citrobacter sp. RHBSTW-00887	2742668	S	1	0	1	0.05556
GCF_002923765	Citrobacter sp. RHBSTW-00881	2742667	S	1	0	1	0.05556
GCF_001558935	Citrobacter amalonaticus	35703	S	2	0	2	1.0
ERQ0683	Klebsiella pneumoniae	573	S	202	38	240	0.46784
ERQ0683	Klebsiella sp. WP4-W18-ESBL-05	2675713	S	9	36	45	0.08772
ERQ0683	Citrobacter freundii	546	S	87	33	120	0.23392
ERQ0683	Citrobacter sp. RHBSTW-00524	2742653	S	8	7	15	0.02924
ERQ0683	Enterobacter hormaechei	158836	S	40	51	91	0.17739
GCF_000521945	Citrobacter portucalensis	1639133	S	4	0	4	1.0
GCF_000521965	Citrobacter freundii	546	S	2	0	2	1.0
ERQ0310	Citrobacter freundii	546	S	132	54	186	0.83784
ERQ0310	Klebsiella pneumoniae	573	S	14	3	17	0.07658
ERQ0310	Enterobacter roggenkampii	1812935	S	13	4	17	0.07658
GCF_000783995	Citrobacter freundii	546	S	1	0	1	1.0
SG18_229_S54	Citrobacter freundii	546	S	31	12	43	0.70492
SG18_229_S54	Citrobacter youngae	133448	S	6	2	8	0.13115
SG18_229_S54	Citrobacter werkmanii	67827	S	4	-1	3	0.04918
SG18_229_S54	Citrobacter pasteurii	1563222	S	4	1	5	0.08197
ERQ0243	Citrobacter freundii	546	S	115	62	177	0.6996
ERQ0243	Klebsiella pneumoniae	573	S	8	40	48	0.18972
ERQ0243	Salmonella enterica	28901	S	4	23	27	0.10672
GCF_005281245	Citrobacter sp. RHBSTW-01044	2742678	S	18	18	36	0.55385
GCF_005281245	Citrobacter sp. 172116965	2683822	S	7	7	14	0.21538
GCF_005281245	Citrobacter sp. TSA-1	184912	S	4	4	8	0.12308
GCF_005281245	Citrobacter freundii	546	S	7	-2	5	0.07692
GCF_002947675	Klebsiella pneumoniae	573	S	1	-1	0	0.0
GCF_002947675	Citrobacter koseri	545	S	1	0	1	0.5
ERQ0216	Citrobacter sp. RHBSTW-00424	2742647	S	7	125	132	0.77647
ERQ0216	Citrobacter sp. RHBSTW-00881	2742667	S	5	-1	4	0.02353
ERQ0216	Citrobacter sp. RHBSTW-00570	2742655	S	4	2	6	0.03529
ERQ0216	Citrobacter sp. TSA-1	184912	S	4	-1	3	0.01765
ERQ0216	Citrobacter sp. RHBSTW-00903	2742670	S	4	16	20	0.11765
ERQ0216	Citrobacter freundii	546	S	9	-7	2	0.01176
GCF_008931505	Citrobacter freundii	546	S	2	-1	1	0.33333
GCF_008931505	Klebsiella michiganensis	1134687	S	1	0	1	0.33333
SG18_265_S115	Citrobacter freundii	546	S	23	4	27	0.47368
SG18_265_S115	Citrobacter werkmanii	67827	S	21	8	29	0.50877
GCF_005281125	Citrobacter werkmanii	67827	S	23	6	29	1.0
GCF_900080005	Citrobacter freundii	546	S	36	8	44	0.83019
GCF_900080005	Citrobacter braakii	57706	S	4	4	8	0.15094
GCF_002918505	Citrobacter sp. LY-1	2546350	S	26	1	27	0.84375
GCF_002918505	Salmonella enterica	28901	S	4	0	4	0.125
ERQ0677	Citrobacter sp. RHBSTW-01044	2742678	S	52	58	110	0.64706
ERQ0677	Citrobacter freundii	546	S	8	-1	7	0.04118
ERQ0677	Klebsiella pneumoniae	573	S	15	30	45	0.26471
ERQ0677	Escherichia coli	562	S	4	3	7	0.04118
GCF_002918535	Citrobacter sp. RHB25-C09	2742624	S	6	1	7	0.31818
GCF_002918535	Salmonella enterica	28901	S	4	10	14	0.63636
ERQ0155	Citrobacter sp. RHBSTW-00424	2742647	S	5	136	141	0.66197
ERQ0155	Citrobacter sp. LY-1	2546350	S	5	-4	1	0.00469
ERQ0155	Citrobacter sp. RHBSTW-00903	2742670	S	5	32	37	0.17371
ERQ0155	Citrobacter sp. RHBSTW-01044	2742678	S	4	1	5	0.02347
ERQ0155	Citrobacter sp. RHBSTW-00524	2742653	S	4	1	5	0.02347
ERQ0155	Citrobacter sp. RHBSTW-00887	2742668	S	4	0	4	0.01878
ERQ0155	Citrobacter freundii	546	S	10	-7	3	0.01408
ERQ0155	Klebsiella quasipneumoniae	1463165	S	4	3	7	0.03286
ERQ0155	Enterobacter hormaechei	158836	S	4	1	5	0.02347
GCF_005280935	Citrobacter freundii	546	S	58	3	61	0.68539
GCF_005280935	Citrobacter portucalensis	1639133	S	8	6	14	0.1573
GCF_005280935	Citrobacter freundii complex sp. CFNIH9	2077149	S	6	3	9	0.10112
GCF_005280935	Citrobacter youngae	133448	S	4	0	4	0.04494
ERQ0211	Citrobacter sp. RHBSTW-00881	2742667	S	6	4	10	0.0495
ERQ0211	Citrobacter sp. TSA-1	184912	S	5	2	7	0.03465
ERQ0211	Citrobacter sp. RHBSTW-00424	2742647	S	4	154	158	0.78218
ERQ0211	Citrobacter sp. RHBSTW-00524	2742653	S	4	2	6	0.0297
ERQ0211	Citrobacter sp. RHBSTW-00887	2742668	S	4	2	6	0.0297
ERQ0211	Citrobacter freundii	546	S	15	-8	7	0.03465
ERQ0211	Klebsiella pneumoniae	573	S	5	0	5	0.02475
GCF_008931485	Citrobacter freundii	546	S	2	-1	1	0.33333
GCF_008931485	Klebsiella michiganensis	1134687	S	1	0	1	0.33333
SG18_100_2_S18	Citrobacter freundii	546	S	6	2	8	0.22222
SG18_100_2_S18	Citrobacter youngae	133448	S	5	5	10	0.27778
SG18_100_2_S18	Citrobacter sp. FDAARGOS_156	1702170	S	10	7	17	0.47222
GCF_003665655	Citrobacter freundii	546	S	1	0	1	1.0
ERQ0251	Citrobacter sp. RHBSTW-00903	2742670	S	9	46	55	0.27638
ERQ0251	Citrobacter sp. RHBSTW-00424	2742647	S	5	109	114	0.57286
ERQ0251	Citrobacter sp. RHBSTW-00524	2742653	S	4	0	4	0.0201
ERQ0251	Citrobacter sp. TSA-1	184912	S	4	0	4	0.0201
ERQ0251	Citrobacter sp. RHBSTW-00696	2742662	S	4	10	14	0.07035
ERQ0251	Citrobacter sp. LY-1	2546350	S	4	-4	0	0.0
ERQ0251	Citrobacter freundii	546	S	9	-7	2	0.01005
ERQ0251	Klebsiella pneumoniae	573	S	4	-1	3	0.01508
GCF_002863965	Citrobacter koseri	545	S	21	7	28	0.90323
GCF_002863965	Escherichia coli	562	S	4	-1	3	0.09677
GCF_003255895	Citrobacter youngae	133448	S	1	0	1	1.0
GCF_002918865	Citrobacter freundii	546	S	17	-13	4	0.1
GCF_002918865	Citrobacter sp. ABFQG	2529121	S	7	23	30	0.75
GCF_002918865	Escherichia coli	562	S	4	1	5	0.125
SD_9_C7	Citrobacter freundii	546	S	27	22	49	1.0
GCF_001276105	Citrobacter amalonaticus	35703	S	19	8	27	0.62791
GCF_001276105	Citrobacter sp. RHB35-C17	2742625	S	7	8	15	0.34884
GCF_000388155	Citrobacter freundii	546	S	42	24	66	0.85714
GCF_000388155	Klebsiella variicola	244366	S	5	6	11	0.14286
